#     it    Ltra    Lval
     1   0.3586   0.4017
     2   0.3572   0.3965
     3   0.3408   0.3791
     4   0.3383   0.3571
     5   0.3361   0.3904
     6   0.3286   0.3710
     7   0.3228   0.3639
     8   0.3167   0.3713
     9   0.3163   0.3732
    10   0.3142   0.3760
    11   0.3103   0.4030
    12   0.3083   0.3901
    13   0.3077   0.3945
    14   0.3062   0.3992
    15   0.3030   0.3958
    16   0.3014   0.3875
    17   0.3006   0.3851
    18   0.3001   0.3817
    19   0.2989   0.3814
    20   0.2961   0.3798
    21   0.2943   0.3860
    22   0.2902   0.3906
    23   0.2883   0.3910
    24   0.2856   0.3853
    25   0.2842   0.3803
    26   0.2800   0.3760
    27   0.2772   0.3781
    28   0.2756   0.3792
    29   0.2746   0.3816
    30   0.2736   0.3793
    31   0.2716   0.3712
    32   0.2696   0.3684
    33   0.2674   0.3648
    34   0.2643   0.3662
    35   0.2637   0.3694
    36   0.2610   0.3653
    37   0.2592   0.3640
    38   0.2560   0.3596
    39   0.2530   0.3546
    40   0.2499   0.3443
    41   0.2487   0.3399
    42   0.2413   0.3361
    43   0.2366   0.3321
    44   0.2324   0.3145
    45   0.2271   0.3149
    46   0.2212   0.3119
    47   0.2170   0.3049
    48   0.2149   0.2998
    49   0.2124   0.2879
    50   0.2116   0.2894
    51   0.2091   0.2868
    52   0.2079   0.2857
    53   0.2066   0.2838
    54   0.2044   0.2786
    55   0.2031   0.2772
    56   0.2004   0.2736
    57   0.1971   0.2681
    58   0.1947   0.2642
    59   0.1923   0.2573
    60   0.1886   0.2545
    61   0.1864   0.2504
    62   0.1841   0.2474
    63   0.1822   0.2439
    64   0.1814   0.2401
    65   0.1796   0.2386
    66   0.1790   0.2385
    67   0.1780   0.2362
    68   0.1773   0.2335
    69   0.1752   0.2320
    70   0.1742   0.2311
    71   0.1727   0.2302
    72   0.1706   0.2299
    73   0.1683   0.2274
    74   0.1657   0.2224
    75   0.1642   0.2197
    76   0.1617   0.2166
    77   0.1605   0.2156
    78   0.1589   0.2132
    79   0.1574   0.2104
    80   0.1556   0.2086
    81   0.1513   0.2029
    82   0.1496   0.2023
    83   0.1468   0.1998
    84   0.1423   0.1902
    85   0.1388   0.1829
    86   0.1342   0.1742
    87   0.1295   0.1661
    88   0.1270   0.1608
    89   0.1249   0.1569
    90   0.1230   0.1563
    91   0.1217   0.1567
    92   0.1209   0.1557
    93   0.1196   0.1534
    94   0.1178   0.1507
    95   0.1155   0.1496
    96   0.1132   0.1469
    97   0.1118   0.1467
    98   0.1103   0.1457
    99   0.1081   0.1439
   100   0.1069   0.1416
   101   0.1056   0.1395
   102   0.1048   0.1388
   103   0.1034   0.1366
   104   0.1022   0.1342
   105   0.1009   0.1315
   106   0.0997   0.1291
   107   0.0989   0.1258
   108   0.0979   0.1247
   109   0.0969   0.1238
   110   0.0963   0.1281
   111   0.0948   0.1244
   112   0.0942   0.1231
   113   0.0927   0.1211
   114   0.0914   0.1171
   115   0.0899   0.1169
   116   0.0890   0.1157
   117   0.0881   0.1153
   118   0.0874   0.1122
   119   0.0869   0.1120
   120   0.0865   0.1108
   121   0.0859   0.1091
   122   0.0853   0.1082
   123   0.0843   0.1058
   124   0.0836   0.1071
   125   0.0831   0.1063
   126   0.0828   0.1071
   127   0.0826   0.1078
   128   0.0824   0.1080
   129   0.0820   0.1073
   130   0.0819   0.1077
   131   0.0817   0.1073
   132   0.0815   0.1072
   133   0.0813   0.1068
