#     it    Ltra    Lval
     1   0.3561   0.3762
     2   0.3555   0.3759
     3   0.3529   0.3751
     4   0.3361   0.3741
     5   0.3346   0.3736
     6   0.3286   0.3725
     7   0.3249   0.3736
     8   0.3189   0.3649
     9   0.3168   0.3635
    10   0.3116   0.3620
    11   0.3104   0.3619
    12   0.3056   0.3613
    13   0.3041   0.3639
    14   0.3015   0.3692
    15   0.2979   0.3676
    16   0.2938   0.3626
    17   0.2907   0.3579
    18   0.2865   0.3501
    19   0.2807   0.3411
    20   0.2728   0.3335
    21   0.2691   0.3317
    22   0.2645   0.3336
    23   0.2608   0.3201
    24   0.2548   0.3162
    25   0.2519   0.3150
    26   0.2474   0.3123
    27   0.2397   0.3025
    28   0.2355   0.2948
    29   0.2292   0.2879
    30   0.2257   0.2775
    31   0.2179   0.2696
    32   0.2138   0.2699
    33   0.2073   0.2596
    34   0.2039   0.2564
    35   0.1995   0.2511
    36   0.1950   0.2435
    37   0.1929   0.2389
    38   0.1920   0.2424
    39   0.1902   0.2379
    40   0.1890   0.2364
    41   0.1871   0.2327
    42   0.1850   0.2288
    43   0.1830   0.2215
    44   0.1811   0.2199
    45   0.1796   0.2159
    46   0.1782   0.2144
    47   0.1769   0.2110
    48   0.1761   0.2118
    49   0.1753   0.2114
    50   0.1746   0.2090
    51   0.1740   0.2111
    52   0.1732   0.2111
    53   0.1711   0.2109
    54   0.1696   0.2092
    55   0.1680   0.2083
    56   0.1666   0.2050
    57   0.1656   0.2020
    58   0.1640   0.1988
    59   0.1628   0.1962
    60   0.1621   0.1941
    61   0.1611   0.1885
    62   0.1604   0.1875
    63   0.1599   0.1859
    64   0.1594   0.1851
    65   0.1586   0.1850
    66   0.1580   0.1847
    67   0.1567   0.1832
    68   0.1563   0.1828
    69   0.1556   0.1820
    70   0.1548   0.1820
    71   0.1535   0.1816
    72   0.1524   0.1828
    73   0.1510   0.1801
    74   0.1502   0.1807
    75   0.1495   0.1799
    76   0.1486   0.1796
    77   0.1476   0.1764
    78   0.1467   0.1743
    79   0.1459   0.1725
    80   0.1452   0.1711
    81   0.1447   0.1674
    82   0.1440   0.1669
    83   0.1433   0.1660
    84   0.1420   0.1632
    85   0.1414   0.1608
    86   0.1405   0.1591
    87   0.1394   0.1574
    88   0.1381   0.1548
    89   0.1375   0.1547
    90   0.1368   0.1538
    91   0.1363   0.1531
    92   0.1361   0.1540
    93   0.1356   0.1533
    94   0.1350   0.1527
    95   0.1342   0.1514
    96   0.1338   0.1512
    97   0.1331   0.1498
    98   0.1328   0.1490
    99   0.1323   0.1481
   100   0.1320   0.1472
   101   0.1312   0.1471
   102   0.1309   0.1474
   103   0.1306   0.1476
   104   0.1304   0.1486
   105   0.1302   0.1483
   106   0.1300   0.1480
   107   0.1299   0.1479
   108   0.1297   0.1479
   109   0.1294   0.1481
   110   0.1291   0.1487
   111   0.1290   0.1488
   112   0.1288   0.1489
   113   0.1287   0.1489
   114   0.1287   0.1489
   115   0.1285   0.1495
   116   0.1283   0.1492
   117   0.1282   0.1508
   118   0.1280   0.1502
   119   0.1279   0.1502
   120   0.1278   0.1504
   121   0.1276   0.1506
   122   0.1275   0.1515
   123   0.1273   0.1507
   124   0.1272   0.1507
   125   0.1271   0.1504
   126   0.1271   0.1506
   127   0.1270   0.1509
   128   0.1269   0.1514
   129   0.1269   0.1512
   130   0.1269   0.1516
   131   0.1268   0.1517
   132   0.1267   0.1517
   133   0.1267   0.1511
   134   0.1266   0.1509
   135   0.1265   0.1505
   136   0.1264   0.1499
