#     it    Ltra    Lval
     1   0.3625   0.3898
     2   0.3545   0.3812
     3   0.3456   0.3764
     4   0.3355   0.3794
     5   0.3150   0.3711
     6   0.3111   0.3676
     7   0.3064   0.3593
     8   0.3044   0.3537
     9   0.2999   0.3487
    10   0.2955   0.3525
    11   0.2907   0.3641
    12   0.2887   0.3620
    13   0.2868   0.3561
    14   0.2833   0.3666
    15   0.2813   0.3799
    16   0.2796   0.3713
    17   0.2777   0.3699
    18   0.2750   0.3674
    19   0.2731   0.3709
    20   0.2715   0.3758
    21   0.2706   0.3777
    22   0.2683   0.3748
    23   0.2659   0.3638
    24   0.2634   0.3636
    25   0.2615   0.3643
    26   0.2579   0.3593
    27   0.2560   0.3574
    28   0.2496   0.3507
    29   0.2415   0.3422
    30   0.2374   0.3362
    31   0.2284   0.3217
    32   0.2159   0.3070
    33   0.2029   0.3081
    34   0.1904   0.3032
    35   0.1818   0.2914
    36   0.1740   0.2897
    37   0.1710   0.2820
    38   0.1650   0.2727
    39   0.1589   0.2645
    40   0.1529   0.2500
    41   0.1478   0.2331
    42   0.1440   0.2306
    43   0.1381   0.2193
    44   0.1341   0.2093
    45   0.1300   0.1851
    46   0.1253   0.1761
    47   0.1232   0.1724
    48   0.1212   0.1669
    49   0.1194   0.1640
    50   0.1178   0.1612
    51   0.1171   0.1607
    52   0.1163   0.1572
    53   0.1150   0.1550
    54   0.1137   0.1413
    55   0.1114   0.1421
    56   0.1085   0.1404
    57   0.1070   0.1416
    58   0.1058   0.1400
    59   0.1043   0.1378
    60   0.1032   0.1349
    61   0.1023   0.1332
    62   0.1017   0.1338
    63   0.1012   0.1329
    64   0.1008   0.1322
    65   0.1004   0.1311
    66   0.1001   0.1321
    67   0.0997   0.1296
    68   0.0995   0.1298
    69   0.0993   0.1299
    70   0.0990   0.1296
    71   0.0989   0.1284
    72   0.0987   0.1284
    73   0.0986   0.1282
    74   0.0983   0.1274
    75   0.0982   0.1267
    76   0.0979   0.1256
    77   0.0975   0.1243
    78   0.0971   0.1226
    79   0.0963   0.1193
    80   0.0959   0.1183
    81   0.0949   0.1183
    82   0.0938   0.1197
    83   0.0932   0.1178
    84   0.0929   0.1181
    85   0.0925   0.1186
    86   0.0924   0.1180
    87   0.0922   0.1177
    88   0.0921   0.1174
    89   0.0920   0.1173
    90   0.0919   0.1171
    91   0.0918   0.1179
