#     it    Ltra    Lval
     1   0.1772   0.1746
     2   0.1753   0.1741
     3   0.1691   0.1734
     4   0.1350   0.1545
     5   0.1315   0.1534
     6   0.1231   0.1490
     7   0.1206   0.1446
     8   0.1168   0.1388
     9   0.1122   0.1286
    10   0.1108   0.1246
    11   0.1091   0.1229
    12   0.1073   0.1195
    13   0.1063   0.1152
    14   0.1043   0.1119
    15   0.1014   0.1023
    16   0.0966   0.0950
    17   0.0943   0.1049
    18   0.0916   0.1091
    19   0.0887   0.1050
    20   0.0881   0.1034
    21   0.0875   0.1019
    22   0.0853   0.0997
    23   0.0828   0.0994
    24   0.0798   0.1035
    25   0.0786   0.0967
    26   0.0764   0.0984
    27   0.0726   0.1054
    28   0.0679   0.1061
    29   0.0591   0.0991
    30   0.0560   0.0989
    31   0.0528   0.0929
    32   0.0496   0.0995
    33   0.0485   0.0946
    34   0.0477   0.0864
    35   0.0469   0.0846
    36   0.0437   0.0778
    37   0.0413   0.0731
    38   0.0378   0.0639
    39   0.0323   0.0583
    40   0.0319   0.0531
    41   0.0304   0.0466
    42   0.0293   0.0450
    43   0.0279   0.0449
    44   0.0271   0.0429
    45   0.0256   0.0398
    46   0.0236   0.0381
    47   0.0223   0.0369
    48   0.0205   0.0384
    49   0.0198   0.0381
    50   0.0192   0.0393
    51   0.0191   0.0383
    52   0.0188   0.0379
    53   0.0184   0.0351
    54   0.0182   0.0322
    55   0.0181   0.0310
    56   0.0177   0.0291
    57   0.0170   0.0273
    58   0.0165   0.0274
    59   0.0156   0.0305
    60   0.0155   0.0307
    61   0.0149   0.0292
    62   0.0146   0.0285
    63   0.0143   0.0284
    64   0.0133   0.0286
    65   0.0128   0.0284
    66   0.0127   0.0265
    67   0.0126   0.0274
    68   0.0123   0.0285
    69   0.0122   0.0286
    70   0.0120   0.0287
    71   0.0115   0.0264
    72   0.0114   0.0239
    73   0.0113   0.0235
    74   0.0113   0.0239
    75   0.0112   0.0244
    76   0.0111   0.0243
    77   0.0111   0.0243
    78   0.0111   0.0244
    79   0.0110   0.0246
    80   0.0110   0.0245
    81   0.0110   0.0250
    82   0.0109   0.0242
    83   0.0109   0.0240
    84   0.0108   0.0245
    85   0.0107   0.0239
    86   0.0105   0.0234
    87   0.0103   0.0236
    88   0.0103   0.0233
    89   0.0102   0.0232
    90   0.0100   0.0225
    91   0.0099   0.0214
    92   0.0097   0.0203
    93   0.0097   0.0191
    94   0.0096   0.0193
    95   0.0096   0.0191
    96   0.0096   0.0188
    97   0.0096   0.0188
    98   0.0095   0.0183
    99   0.0095   0.0178
   100   0.0094   0.0169
   101   0.0091   0.0146
   102   0.0089   0.0137
   103   0.0089   0.0134
   104   0.0088   0.0138
   105   0.0087   0.0146
   106   0.0086   0.0148
   107   0.0086   0.0151
   108   0.0086   0.0153
   109   0.0086   0.0151
   110   0.0085   0.0152
   111   0.0085   0.0152
   112   0.0085   0.0152
   113   0.0085   0.0150
   114   0.0085   0.0149
   115   0.0085   0.0148
   116   0.0084   0.0148
   117   0.0084   0.0153
   118   0.0084   0.0160
   119   0.0083   0.0170
