#     it    Ltra    Lval
     1   0.3621   0.3813
     2   0.3541   0.3713
     3   0.3317   0.3534
     4   0.3285   0.3524
     5   0.3269   0.3525
     6   0.3229   0.3530
     7   0.3177   0.3516
     8   0.3130   0.3485
     9   0.3095   0.3454
    10   0.3064   0.3448
    11   0.3038   0.3433
    12   0.3003   0.3420
    13   0.2976   0.3383
    14   0.2918   0.3368
    15   0.2851   0.3329
    16   0.2814   0.3313
    17   0.2747   0.3291
    18   0.2683   0.3306
    19   0.2567   0.3228
    20   0.2475   0.3152
    21   0.2412   0.3099
    22   0.2334   0.3034
    23   0.2141   0.2902
    24   0.1771   0.2441
    25   0.1600   0.2115
    26   0.1490   0.2058
    27   0.1362   0.1888
    28   0.1253   0.1675
    29   0.1207   0.1773
    30   0.1199   0.1681
    31   0.1132   0.1592
    32   0.1106   0.1561
    33   0.1082   0.1535
    34   0.1032   0.1462
    35   0.1009   0.1430
    36   0.0978   0.1388
    37   0.0959   0.1371
    38   0.0945   0.1393
    39   0.0930   0.1402
    40   0.0914   0.1361
    41   0.0901   0.1321
    42   0.0888   0.1264
    43   0.0881   0.1258
    44   0.0878   0.1271
    45   0.0873   0.1280
    46   0.0869   0.1270
    47   0.0858   0.1265
    48   0.0856   0.1247
    49   0.0853   0.1224
    50   0.0849   0.1206
    51   0.0843   0.1191
    52   0.0838   0.1182
    53   0.0837   0.1193
    54   0.0836   0.1202
    55   0.0834   0.1210
    56   0.0833   0.1203
    57   0.0831   0.1187
    58   0.0828   0.1170
    59   0.0826   0.1140
    60   0.0825   0.1133
    61   0.0824   0.1135
    62   0.0821   0.1128
    63   0.0819   0.1107
    64   0.0816   0.1088
    65   0.0813   0.1060
    66   0.0812   0.1024
    67   0.0810   0.1023
    68   0.0808   0.1011
    69   0.0807   0.1003
    70   0.0805   0.0996
    71   0.0804   0.0995
    72   0.0803   0.0993
    73   0.0802   0.0989
    74   0.0799   0.0972
    75   0.0798   0.0969
    76   0.0795   0.0956
    77   0.0794   0.0950
    78   0.0793   0.0938
    79   0.0791   0.0935
    80   0.0790   0.0933
    81   0.0788   0.0935
    82   0.0787   0.0916
    83   0.0785   0.0942
    84   0.0784   0.0941
    85   0.0784   0.0939
    86   0.0782   0.0940
    87   0.0781   0.0932
    88   0.0780   0.0924
    89   0.0779   0.0913
    90   0.0779   0.0914
    91   0.0778   0.0914
    92   0.0777   0.0918
    93   0.0777   0.0915
    94   0.0776   0.0912
    95   0.0776   0.0912
    96   0.0775   0.0912
    97   0.0775   0.0916
    98   0.0775   0.0917
    99   0.0775   0.0918
   100   0.0774   0.0917
   101   0.0773   0.0915
   102   0.0773   0.0913
   103   0.0772   0.0913
   104   0.0772   0.0909
   105   0.0771   0.0908
   106   0.0771   0.0907
   107   0.0770   0.0912
   108   0.0769   0.0915
   109   0.0769   0.0922
   110   0.0768   0.0925
   111   0.0767   0.0927
   112   0.0767   0.0932
   113   0.0767   0.0932
   114   0.0766   0.0937
   115   0.0766   0.0937
   116   0.0766   0.0940
   117   0.0765   0.0945
   118   0.0765   0.0951
   119   0.0764   0.0954
   120   0.0764   0.0957
   121   0.0764   0.0955
   122   0.0763   0.0951
   123   0.0763   0.0944
   124   0.0762   0.0938
   125   0.0761   0.0933
   126   0.0761   0.0922
   127   0.0761   0.0931
   128   0.0760   0.0938
   129   0.0759   0.0945
   130   0.0759   0.0953
   131   0.0758   0.0949
   132   0.0757   0.0943
   133   0.0757   0.0946
   134   0.0756   0.0950
   135   0.0755   0.0948
   136   0.0755   0.0956
   137   0.0754   0.0959
   138   0.0754   0.0957
   139   0.0753   0.0954
   140   0.0752   0.0946
   141   0.0752   0.0955
   142   0.0751   0.0954
   143   0.0751   0.0952
   144   0.0751   0.0954
   145   0.0750   0.0950
   146   0.0750   0.0949
   147   0.0750   0.0946
   148   0.0749   0.0943
   149   0.0749   0.0940
   150   0.0748   0.0936
   151   0.0748   0.0939
   152   0.0747   0.0936
   153   0.0746   0.0936
   154   0.0746   0.0937
   155   0.0745   0.0938
   156   0.0745   0.0937
   157   0.0745   0.0936
   158   0.0744   0.0934
   159   0.0744   0.0931
   160   0.0744   0.0928
   161   0.0743   0.0926
   162   0.0743   0.0926
   163   0.0743   0.0924
   164   0.0742   0.0928
   165   0.0742   0.0930
   166   0.0742   0.0934
   167   0.0741   0.0935
   168   0.0741   0.0935
   169   0.0741   0.0934
   170   0.0740   0.0931
   171   0.0740   0.0931
   172   0.0740   0.0931
   173   0.0740   0.0932
   174   0.0739   0.0932
   175   0.0739   0.0938
   176   0.0739   0.0937
   177   0.0739   0.0936
   178   0.0739   0.0934
   179   0.0738   0.0930
   180   0.0738   0.0927
   181   0.0738   0.0926
   182   0.0738   0.0927
   183   0.0737   0.0928
   184   0.0737   0.0928
   185   0.0737   0.0930
   186   0.0737   0.0928
   187   0.0736   0.0925
   188   0.0736   0.0923
   189   0.0736   0.0923
   190   0.0736   0.0923
   191   0.0736   0.0924
   192   0.0735   0.0925
   193   0.0735   0.0925
   194   0.0735   0.0928
   195   0.0735   0.0928
   196   0.0735   0.0929
   197   0.0735   0.0928
   198   0.0735   0.0927
   199   0.0734   0.0926
   200   0.0734   0.0924
   201   0.0734   0.0925
   202   0.0734   0.0926
   203   0.0734   0.0928
   204   0.0734   0.0931
   205   0.0733   0.0934
   206   0.0733   0.0934
   207   0.0733   0.0933
   208   0.0733   0.0932
   209   0.0733   0.0927
   210   0.0733   0.0927
   211   0.0733   0.0925
   212   0.0732   0.0923
   213   0.0732   0.0923
   214   0.0732   0.0924
   215   0.0732   0.0925
   216   0.0732   0.0927
   217   0.0731   0.0924
   218   0.0731   0.0921
   219   0.0731   0.0918
   220   0.0730   0.0914
   221   0.0730   0.0914
   222   0.0730   0.0915
   223   0.0729   0.0917
   224   0.0729   0.0921
   225   0.0729   0.0919
   226   0.0729   0.0918
   227   0.0728   0.0918
   228   0.0728   0.0920
   229   0.0728   0.0922
   230   0.0727   0.0923
   231   0.0727   0.0926
   232   0.0726   0.0926
   233   0.0726   0.0930
   234   0.0725   0.0937
   235   0.0725   0.0935
   236   0.0725   0.0936
   237   0.0725   0.0936
   238   0.0724   0.0937
   239   0.0724   0.0937
   240   0.0724   0.0930
   241   0.0724   0.0931
   242   0.0723   0.0929
   243   0.0723   0.0925
   244   0.0723   0.0924
   245   0.0723   0.0923
   246   0.0723   0.0924
   247   0.0722   0.0928
   248   0.0722   0.0925
   249   0.0722   0.0928
   250   0.0722   0.0928
   251   0.0722   0.0928
   252   0.0721   0.0928
   253   0.0721   0.0926
   254   0.0721   0.0926
   255   0.0721   0.0926
   256   0.0721   0.0927
   257   0.0721   0.0928
   258   0.0721   0.0929
   259   0.0721   0.0930
   260   0.0721   0.0934
   261   0.0720   0.0932
   262   0.0720   0.0931
   263   0.0720   0.0931
   264   0.0720   0.0933
   265   0.0720   0.0936
   266   0.0720   0.0938
   267   0.0720   0.0938
   268   0.0720   0.0937
   269   0.0720   0.0936
   270   0.0720   0.0934
   271   0.0720   0.0933
   272   0.0720   0.0934
   273   0.0720   0.0935
   274   0.0720   0.0935
   275   0.0719   0.0935
   276   0.0719   0.0936
   277   0.0719   0.0937
   278   0.0719   0.0938
   279   0.0719   0.0939
   280   0.0719   0.0939
   281   0.0719   0.0939
   282   0.0719   0.0941
   283   0.0719   0.0940
   284   0.0719   0.0941
   285   0.0719   0.0942
   286   0.0719   0.0943
   287   0.0719   0.0943
   288   0.0719   0.0943
   289   0.0719   0.0944
   290   0.0719   0.0944
   291   0.0719   0.0944
   292   0.0719   0.0944
   293   0.0719   0.0943
   294   0.0719   0.0943
   295   0.0718   0.0944
   296   0.0718   0.0947
   297   0.0718   0.0947
   298   0.0718   0.0949
   299   0.0718   0.0948
   300   0.0718   0.0948
   301   0.0718   0.0946
   302   0.0718   0.0943
   303   0.0718   0.0941
   304   0.0718   0.0938
   305   0.0718   0.0937
   306   0.0718   0.0937
   307   0.0718   0.0936
   308   0.0718   0.0937
   309   0.0718   0.0936
   310   0.0718   0.0937
   311   0.0718   0.0937
   312   0.0718   0.0936
   313   0.0718   0.0935
   314   0.0718   0.0933
   315   0.0717   0.0931
   316   0.0717   0.0930
   317   0.0717   0.0930
   318   0.0717   0.0931
   319   0.0717   0.0934
   320   0.0717   0.0936
   321   0.0717   0.0937
   322   0.0717   0.0937
   323   0.0717   0.0936
   324   0.0717   0.0935
   325   0.0717   0.0933
   326   0.0717   0.0933
   327   0.0717   0.0933
   328   0.0717   0.0932
   329   0.0717   0.0932
   330   0.0717   0.0931
   331   0.0717   0.0932
   332   0.0717   0.0931
   333   0.0717   0.0930
   334   0.0717   0.0930
   335   0.0717   0.0930
   336   0.0717   0.0930
   337   0.0717   0.0930
   338   0.0717   0.0930
   339   0.0717   0.0931
   340   0.0717   0.0931
   341   0.0717   0.0931
   342   0.0717   0.0931
   343   0.0717   0.0931
   344   0.0716   0.0930
   345   0.0716   0.0931
   346   0.0716   0.0931
   347   0.0716   0.0931
   348   0.0716   0.0931
   349   0.0716   0.0931
   350   0.0716   0.0932
   351   0.0716   0.0932
   352   0.0716   0.0932
   353   0.0716   0.0932
   354   0.0716   0.0932
   355   0.0716   0.0932
   356   0.0716   0.0930
   357   0.0716   0.0931
   358   0.0716   0.0931
   359   0.0716   0.0931
   360   0.0716   0.0932
   361   0.0716   0.0932
   362   0.0716   0.0933
   363   0.0716   0.0933
   364   0.0716   0.0933
   365   0.0716   0.0932
   366   0.0716   0.0932
   367   0.0716   0.0932
   368   0.0716   0.0932
   369   0.0716   0.0933
   370   0.0716   0.0932
   371   0.0716   0.0933
   372   0.0716   0.0933
   373   0.0716   0.0933
   374   0.0716   0.0933
   375   0.0716   0.0933
   376   0.0716   0.0935
   377   0.0716   0.0937
   378   0.0716   0.0939
   379   0.0716   0.0939
   380   0.0715   0.0940
   381   0.0715   0.0939
   382   0.0715   0.0938
   383   0.0715   0.0937
   384   0.0715   0.0936
   385   0.0715   0.0935
   386   0.0715   0.0936
   387   0.0715   0.0937
   388   0.0715   0.0938
   389   0.0715   0.0940
   390   0.0715   0.0940
   391   0.0715   0.0939
   392   0.0715   0.0938
   393   0.0715   0.0938
   394   0.0715   0.0938
   395   0.0715   0.0938
   396   0.0715   0.0940
   397   0.0715   0.0940
   398   0.0715   0.0940
   399   0.0715   0.0939
   400   0.0715   0.0937
   401   0.0715   0.0935
   402   0.0714   0.0934
   403   0.0714   0.0935
   404   0.0714   0.0934
   405   0.0714   0.0934
   406   0.0714   0.0934
   407   0.0714   0.0934
   408   0.0714   0.0935
   409   0.0714   0.0935
   410   0.0714   0.0935
   411   0.0714   0.0936
   412   0.0714   0.0936
   413   0.0714   0.0935
   414   0.0714   0.0935
   415   0.0714   0.0935
   416   0.0714   0.0935
   417   0.0714   0.0934
   418   0.0714   0.0934
   419   0.0714   0.0934
   420   0.0714   0.0933
   421   0.0714   0.0933
   422   0.0714   0.0931
   423   0.0714   0.0931
   424   0.0714   0.0932
   425   0.0714   0.0932
   426   0.0714   0.0932
   427   0.0714   0.0932
   428   0.0714   0.0932
   429   0.0714   0.0932
   430   0.0714   0.0931
   431   0.0714   0.0931
   432   0.0714   0.0931
   433   0.0714   0.0931
   434   0.0714   0.0930
   435   0.0714   0.0928
   436   0.0714   0.0929
   437   0.0714   0.0929
   438   0.0714   0.0929
   439   0.0714   0.0927
   440   0.0714   0.0927
   441   0.0714   0.0926
   442   0.0714   0.0925
   443   0.0714   0.0924
   444   0.0713   0.0922
   445   0.0713   0.0921
   446   0.0713   0.0920
   447   0.0713   0.0921
   448   0.0713   0.0921
   449   0.0713   0.0923
   450   0.0713   0.0925
   451   0.0713   0.0926
   452   0.0713   0.0927
   453   0.0713   0.0927
   454   0.0713   0.0926
   455   0.0713   0.0924
   456   0.0713   0.0925
   457   0.0713   0.0925
   458   0.0713   0.0924
   459   0.0713   0.0924
   460   0.0713   0.0924
   461   0.0713   0.0924
   462   0.0713   0.0924
   463   0.0713   0.0925
   464   0.0713   0.0925
   465   0.0713   0.0926
   466   0.0713   0.0926
   467   0.0713   0.0926
   468   0.0713   0.0925
   469   0.0713   0.0925
   470   0.0713   0.0923
   471   0.0713   0.0922
   472   0.0713   0.0922
   473   0.0713   0.0922
   474   0.0713   0.0921
   475   0.0712   0.0923
   476   0.0712   0.0922
   477   0.0712   0.0922
   478   0.0712   0.0922
   479   0.0712   0.0923
   480   0.0712   0.0924
   481   0.0712   0.0923
   482   0.0712   0.0918
   483   0.0712   0.0917
   484   0.0712   0.0916
   485   0.0712   0.0912
   486   0.0712   0.0912
   487   0.0712   0.0909
   488   0.0712   0.0910
   489   0.0712   0.0910
   490   0.0712   0.0908
   491   0.0712   0.0901
   492   0.0711   0.0898
   493   0.0711   0.0892
   494   0.0711   0.0886
   495   0.0711   0.0878
   496   0.0710   0.0876
   497   0.0710   0.0874
   498   0.0709   0.0870
   499   0.0709   0.0867
   500   0.0708   0.0843
   501   0.0707   0.0830
   502   0.0706   0.0834
   503   0.0706   0.0831
   504   0.0705   0.0828
   505   0.0704   0.0814
   506   0.0703   0.0818
   507   0.0702   0.0821
   508   0.0701   0.0823
   509   0.0699   0.0821
   510   0.0697   0.0821
   511   0.0694   0.0829
   512   0.0692   0.0806
   513   0.0689   0.0786
   514   0.0686   0.0790
   515   0.0682   0.0788
   516   0.0679   0.0789
   517   0.0676   0.0777
   518   0.0673   0.0781
   519   0.0670   0.0783
   520   0.0668   0.0810
   521   0.0662   0.0789
   522   0.0661   0.0780
   523   0.0659   0.0779
   524   0.0657   0.0781
   525   0.0656   0.0761
   526   0.0653   0.0750
   527   0.0651   0.0747
   528   0.0650   0.0753
   529   0.0649   0.0754
   530   0.0648   0.0754
   531   0.0645   0.0753
   532   0.0643   0.0751
   533   0.0640   0.0751
   534   0.0636   0.0756
   535   0.0635   0.0760
   536   0.0634   0.0759
   537   0.0632   0.0760
   538   0.0629   0.0756
   539   0.0627   0.0759
   540   0.0625   0.0743
   541   0.0623   0.0740
   542   0.0621   0.0738
   543   0.0619   0.0734
   544   0.0617   0.0729
   545   0.0617   0.0712
   546   0.0616   0.0721
   547   0.0615   0.0725
   548   0.0615   0.0730
   549   0.0613   0.0739
   550   0.0612   0.0742
   551   0.0611   0.0744
   552   0.0611   0.0743
   553   0.0610   0.0739
   554   0.0609   0.0733
   555   0.0609   0.0730
   556   0.0608   0.0730
   557   0.0608   0.0731
   558   0.0608   0.0735
   559   0.0608   0.0736
   560   0.0607   0.0738
   561   0.0607   0.0742
   562   0.0606   0.0747
   563   0.0606   0.0746
   564   0.0606   0.0744
   565   0.0605   0.0742
   566   0.0605   0.0744
   567   0.0604   0.0743
   568   0.0604   0.0744
   569   0.0604   0.0748
   570   0.0604   0.0749
   571   0.0603   0.0754
   572   0.0603   0.0760
   573   0.0602   0.0766
   574   0.0602   0.0770
   575   0.0601   0.0769
   576   0.0601   0.0765
   577   0.0601   0.0762
   578   0.0600   0.0759
   579   0.0600   0.0765
   580   0.0599   0.0761
   581   0.0599   0.0761
   582   0.0598   0.0763
   583   0.0598   0.0767
   584   0.0598   0.0767
   585   0.0597   0.0769
   586   0.0596   0.0771
   587   0.0596   0.0779
   588   0.0595   0.0789
   589   0.0594   0.0791
   590   0.0594   0.0789
   591   0.0593   0.0782
   592   0.0593   0.0775
   593   0.0592   0.0771
   594   0.0591   0.0767
   595   0.0590   0.0777
   596   0.0589   0.0795
   597   0.0589   0.0805
   598   0.0588   0.0811
   599   0.0587   0.0817
   600   0.0586   0.0812
   601   0.0585   0.0817
   602   0.0585   0.0809
   603   0.0583   0.0809
   604   0.0582   0.0808
   605   0.0581   0.0809
   606   0.0579   0.0819
   607   0.0578   0.0822
   608   0.0577   0.0832
   609   0.0576   0.0839
   610   0.0574   0.0841
   611   0.0574   0.0828
   612   0.0573   0.0829
   613   0.0573   0.0827
   614   0.0573   0.0823
   615   0.0572   0.0807
   616   0.0571   0.0804
   617   0.0571   0.0797
   618   0.0570   0.0803
   619   0.0569   0.0801
   620   0.0568   0.0819
   621   0.0568   0.0814
   622   0.0567   0.0811
   623   0.0567   0.0810
   624   0.0567   0.0807
   625   0.0566   0.0808
   626   0.0566   0.0808
   627   0.0566   0.0809
   628   0.0566   0.0815
   629   0.0565   0.0821
   630   0.0565   0.0820
   631   0.0565   0.0822
   632   0.0564   0.0817
   633   0.0564   0.0818
   634   0.0564   0.0821
   635   0.0563   0.0822
   636   0.0563   0.0821
   637   0.0563   0.0819
   638   0.0563   0.0819
   639   0.0563   0.0820
   640   0.0563   0.0821
   641   0.0562   0.0825
   642   0.0562   0.0828
   643   0.0562   0.0830
   644   0.0562   0.0832
   645   0.0562   0.0833
   646   0.0562   0.0834
   647   0.0562   0.0831
   648   0.0561   0.0831
   649   0.0561   0.0832
   650   0.0561   0.0835
   651   0.0561   0.0838
   652   0.0561   0.0841
   653   0.0561   0.0842
   654   0.0561   0.0842
   655   0.0561   0.0842
   656   0.0561   0.0841
   657   0.0561   0.0840
   658   0.0561   0.0839
   659   0.0561   0.0837
   660   0.0561   0.0835
   661   0.0561   0.0839
   662   0.0560   0.0837
   663   0.0560   0.0837
   664   0.0560   0.0838
   665   0.0560   0.0840
   666   0.0560   0.0841
   667   0.0560   0.0844
   668   0.0560   0.0842
   669   0.0560   0.0840
   670   0.0559   0.0839
   671   0.0559   0.0839
   672   0.0559   0.0845
   673   0.0559   0.0846
   674   0.0559   0.0846
   675   0.0559   0.0847
   676   0.0559   0.0847
   677   0.0559   0.0847
   678   0.0558   0.0845
   679   0.0558   0.0841
   680   0.0558   0.0841
   681   0.0558   0.0841
   682   0.0558   0.0842
   683   0.0558   0.0842
   684   0.0558   0.0840
   685   0.0558   0.0841
   686   0.0557   0.0839
   687   0.0557   0.0837
   688   0.0557   0.0839
   689   0.0557   0.0839
   690   0.0557   0.0838
   691   0.0557   0.0840
   692   0.0557   0.0838
   693   0.0557   0.0837
   694   0.0557   0.0837
   695   0.0557   0.0835
   696   0.0557   0.0833
   697   0.0556   0.0832
   698   0.0556   0.0831
   699   0.0556   0.0831
   700   0.0556   0.0829
   701   0.0556   0.0831
   702   0.0556   0.0831
   703   0.0556   0.0830
   704   0.0556   0.0831
   705   0.0556   0.0831
   706   0.0556   0.0833
   707   0.0556   0.0835
   708   0.0556   0.0836
   709   0.0556   0.0836
   710   0.0555   0.0838
   711   0.0555   0.0836
   712   0.0555   0.0832
   713   0.0555   0.0828
   714   0.0555   0.0829
   715   0.0555   0.0831
   716   0.0555   0.0831
   717   0.0555   0.0833
   718   0.0555   0.0835
   719   0.0555   0.0834
   720   0.0555   0.0835
   721   0.0555   0.0835
   722   0.0555   0.0833
   723   0.0554   0.0833
   724   0.0554   0.0832
   725   0.0554   0.0833
   726   0.0554   0.0834
   727   0.0554   0.0835
   728   0.0554   0.0836
   729   0.0554   0.0838
   730   0.0554   0.0837
   731   0.0554   0.0835
   732   0.0554   0.0833
   733   0.0554   0.0833
   734   0.0554   0.0832
   735   0.0554   0.0831
   736   0.0554   0.0830
   737   0.0554   0.0830
   738   0.0554   0.0829
   739   0.0554   0.0829
   740   0.0554   0.0829
   741   0.0554   0.0830
   742   0.0553   0.0829
   743   0.0553   0.0830
   744   0.0553   0.0829
   745   0.0553   0.0827
   746   0.0553   0.0827
   747   0.0553   0.0827
   748   0.0553   0.0828
   749   0.0553   0.0828
   750   0.0553   0.0829
   751   0.0553   0.0829
   752   0.0553   0.0829
   753   0.0553   0.0829
   754   0.0553   0.0829
   755   0.0553   0.0828
   756   0.0553   0.0827
   757   0.0553   0.0826
   758   0.0553   0.0825
   759   0.0553   0.0823
   760   0.0553   0.0823
   761   0.0553   0.0824
   762   0.0553   0.0824
   763   0.0553   0.0826
   764   0.0553   0.0825
   765   0.0553   0.0824
   766   0.0553   0.0824
   767   0.0553   0.0823
   768   0.0553   0.0823
   769   0.0553   0.0822
   770   0.0553   0.0821
   771   0.0553   0.0821
   772   0.0553   0.0819
   773   0.0553   0.0820
   774   0.0553   0.0820
   775   0.0553   0.0819
   776   0.0553   0.0818
   777   0.0553   0.0817
   778   0.0553   0.0815
   779   0.0553   0.0815
   780   0.0553   0.0815
   781   0.0553   0.0815
   782   0.0553   0.0815
   783   0.0553   0.0815
   784   0.0553   0.0814
   785   0.0553   0.0815
   786   0.0553   0.0815
   787   0.0553   0.0815
   788   0.0553   0.0815
   789   0.0553   0.0815
   790   0.0553   0.0815
   791   0.0552   0.0814
   792   0.0552   0.0813
   793   0.0552   0.0813
   794   0.0552   0.0813
   795   0.0552   0.0813
   796   0.0552   0.0814
   797   0.0552   0.0816
   798   0.0552   0.0818
   799   0.0552   0.0818
   800   0.0552   0.0819
   801   0.0552   0.0819
   802   0.0552   0.0819
   803   0.0552   0.0818
   804   0.0552   0.0818
   805   0.0552   0.0818
   806   0.0552   0.0818
   807   0.0552   0.0819
   808   0.0552   0.0820
   809   0.0552   0.0820
   810   0.0552   0.0821
   811   0.0552   0.0821
   812   0.0552   0.0820
   813   0.0552   0.0819
   814   0.0552   0.0820
   815   0.0552   0.0820
   816   0.0552   0.0820
   817   0.0552   0.0820
   818   0.0552   0.0820
   819   0.0552   0.0819
   820   0.0552   0.0819
   821   0.0552   0.0818
   822   0.0552   0.0817
   823   0.0552   0.0817
   824   0.0552   0.0818
   825   0.0552   0.0819
   826   0.0552   0.0820
   827   0.0552   0.0820
   828   0.0552   0.0819
   829   0.0552   0.0819
   830   0.0552   0.0818
   831   0.0552   0.0818
   832   0.0552   0.0819
   833   0.0552   0.0819
   834   0.0552   0.0818
   835   0.0552   0.0817
   836   0.0552   0.0815
   837   0.0552   0.0815
   838   0.0552   0.0814
   839   0.0552   0.0814
   840   0.0552   0.0813
   841   0.0552   0.0813
   842   0.0552   0.0813
   843   0.0552   0.0814
   844   0.0552   0.0814
   845   0.0552   0.0814
   846   0.0552   0.0814
   847   0.0552   0.0813
   848   0.0552   0.0812
   849   0.0552   0.0812
   850   0.0552   0.0811
   851   0.0552   0.0810
   852   0.0552   0.0810
   853   0.0552   0.0810
   854   0.0552   0.0810
   855   0.0552   0.0811
   856   0.0552   0.0812
   857   0.0552   0.0812
   858   0.0552   0.0812
   859   0.0552   0.0812
   860   0.0551   0.0811
   861   0.0551   0.0810
   862   0.0551   0.0809
   863   0.0551   0.0809
   864   0.0551   0.0810
   865   0.0551   0.0811
   866   0.0551   0.0812
   867   0.0551   0.0813
   868   0.0551   0.0813
   869   0.0551   0.0813
   870   0.0551   0.0812
   871   0.0551   0.0810
   872   0.0551   0.0810
   873   0.0551   0.0810
   874   0.0551   0.0809
   875   0.0551   0.0810
   876   0.0551   0.0809
   877   0.0551   0.0810
   878   0.0551   0.0810
   879   0.0551   0.0811
   880   0.0551   0.0811
   881   0.0551   0.0811
   882   0.0551   0.0811
   883   0.0551   0.0811
   884   0.0551   0.0812
   885   0.0551   0.0812
   886   0.0551   0.0813
   887   0.0551   0.0813
   888   0.0551   0.0813
   889   0.0551   0.0813
   890   0.0551   0.0813
   891   0.0551   0.0812
   892   0.0551   0.0812
   893   0.0551   0.0811
   894   0.0551   0.0811
   895   0.0551   0.0810
   896   0.0551   0.0810
   897   0.0551   0.0810
   898   0.0551   0.0809
   899   0.0551   0.0809
   900   0.0551   0.0809
   901   0.0551   0.0809
   902   0.0551   0.0809
   903   0.0551   0.0808
   904   0.0551   0.0808
   905   0.0551   0.0807
   906   0.0551   0.0807
   907   0.0551   0.0807
   908   0.0551   0.0806
   909   0.0551   0.0806
   910   0.0551   0.0805
   911   0.0551   0.0805
   912   0.0551   0.0805
   913   0.0551   0.0805
   914   0.0551   0.0805
   915   0.0551   0.0805
   916   0.0551   0.0805
   917   0.0551   0.0806
   918   0.0551   0.0805
   919   0.0551   0.0805
   920   0.0551   0.0805
   921   0.0551   0.0805
   922   0.0551   0.0805
   923   0.0551   0.0804
   924   0.0551   0.0803
   925   0.0551   0.0803
   926   0.0551   0.0803
   927   0.0551   0.0803
   928   0.0551   0.0804
   929   0.0551   0.0804
   930   0.0551   0.0804
   931   0.0551   0.0804
   932   0.0551   0.0804
   933   0.0551   0.0803
   934   0.0551   0.0803
   935   0.0551   0.0802
   936   0.0551   0.0802
   937   0.0551   0.0802
   938   0.0551   0.0802
   939   0.0551   0.0802
   940   0.0551   0.0802
   941   0.0551   0.0802
   942   0.0551   0.0802
   943   0.0551   0.0802
   944   0.0551   0.0802
   945   0.0551   0.0802
   946   0.0551   0.0803
   947   0.0551   0.0803
   948   0.0551   0.0803
   949   0.0551   0.0803
   950   0.0551   0.0803
   951   0.0551   0.0802
   952   0.0551   0.0802
   953   0.0551   0.0801
   954   0.0551   0.0801
   955   0.0551   0.0801
   956   0.0551   0.0802
   957   0.0551   0.0802
   958   0.0551   0.0802
   959   0.0551   0.0802
   960   0.0551   0.0802
   961   0.0551   0.0802
   962   0.0551   0.0801
   963   0.0551   0.0801
   964   0.0551   0.0801
   965   0.0551   0.0800
   966   0.0551   0.0801
   967   0.0551   0.0801
   968   0.0551   0.0802
   969   0.0551   0.0801
   970   0.0551   0.0801
   971   0.0551   0.0801
   972   0.0551   0.0801
   973   0.0551   0.0801
   974   0.0551   0.0801
   975   0.0551   0.0801
   976   0.0551   0.0801
   977   0.0551   0.0801
   978   0.0551   0.0801
   979   0.0551   0.0800
   980   0.0551   0.0800
   981   0.0551   0.0799
   982   0.0551   0.0799
   983   0.0551   0.0800
   984   0.0551   0.0800
   985   0.0551   0.0800
   986   0.0551   0.0801
   987   0.0551   0.0801
   988   0.0551   0.0801
   989   0.0551   0.0801
   990   0.0551   0.0801
   991   0.0551   0.0801
   992   0.0551   0.0800
   993   0.0551   0.0801
   994   0.0551   0.0801
   995   0.0551   0.0801
   996   0.0551   0.0801
   997   0.0551   0.0802
   998   0.0551   0.0802
   999   0.0551   0.0801
  1000   0.0551   0.0801
