#     it    Ltra    Lval
     1   0.3651   0.3997
     2   0.3640   0.3969
     3   0.3578   0.3835
     4   0.3516   0.3729
     5   0.3412   0.3652
     6   0.3272   0.3604
     7   0.3255   0.3595
     8   0.3189   0.3580
     9   0.3157   0.3632
    10   0.3096   0.3722
    11   0.3078   0.3891
    12   0.3049   0.3842
    13   0.3032   0.3841
    14   0.2985   0.3674
    15   0.2942   0.3721
    16   0.2911   0.3651
    17   0.2878   0.3682
    18   0.2835   0.3648
    19   0.2786   0.3703
    20   0.2750   0.3747
    21   0.2729   0.3767
    22   0.2697   0.3680
    23   0.2672   0.3520
    24   0.2649   0.3447
    25   0.2594   0.3479
    26   0.2558   0.3333
    27   0.2499   0.3266
    28   0.2458   0.3166
    29   0.2337   0.2944
    30   0.2251   0.2794
    31   0.2178   0.2750
    32   0.2127   0.2771
    33   0.2073   0.2712
    34   0.2048   0.2671
    35   0.2007   0.2565
    36   0.1937   0.2377
    37   0.1880   0.2253
    38   0.1833   0.2177
    39   0.1829   0.2153
    40   0.1777   0.2094
    41   0.1760   0.2080
    42   0.1744   0.2046
    43   0.1719   0.1984
    44   0.1693   0.1929
    45   0.1664   0.1883
    46   0.1640   0.1859
    47   0.1625   0.1838
    48   0.1610   0.1803
    49   0.1600   0.1799
    50   0.1591   0.1782
    51   0.1584   0.1772
    52   0.1567   0.1755
    53   0.1547   0.1743
    54   0.1535   0.1730
    55   0.1516   0.1713
    56   0.1500   0.1678
    57   0.1486   0.1673
    58   0.1480   0.1660
    59   0.1471   0.1643
    60   0.1458   0.1627
    61   0.1441   0.1624
    62   0.1432   0.1617
    63   0.1421   0.1607
    64   0.1413   0.1596
    65   0.1406   0.1576
    66   0.1400   0.1565
    67   0.1392   0.1558
    68   0.1389   0.1565
    69   0.1383   0.1574
    70   0.1379   0.1579
    71   0.1371   0.1587
    72   0.1361   0.1595
    73   0.1354   0.1601
    74   0.1345   0.1582
    75   0.1338   0.1569
    76   0.1325   0.1554
    77   0.1320   0.1549
    78   0.1315   0.1543
    79   0.1311   0.1546
    80   0.1306   0.1542
    81   0.1302   0.1535
    82   0.1298   0.1534
    83   0.1295   0.1525
    84   0.1291   0.1518
    85   0.1288   0.1506
    86   0.1286   0.1501
    87   0.1282   0.1491
    88   0.1279   0.1484
    89   0.1275   0.1479
    90   0.1273   0.1476
    91   0.1268   0.1474
    92   0.1262   0.1469
    93   0.1259   0.1470
    94   0.1256   0.1470
    95   0.1253   0.1468
    96   0.1248   0.1459
