#     it    Ltra    Lval
     1   0.3799   0.4118
     2   0.3712   0.4086
     3   0.3530   0.3912
     4   0.3320   0.3550
     5   0.3279   0.3565
     6   0.3268   0.3521
     7   0.3263   0.3514
     8   0.3246   0.3495
     9   0.3228   0.3496
    10   0.3195   0.3499
    11   0.3176   0.3499
    12   0.3159   0.3494
    13   0.3145   0.3486
    14   0.3090   0.3472
    15   0.3057   0.3458
    16   0.3026   0.3466
    17   0.2987   0.3466
    18   0.2944   0.3456
    19   0.2937   0.3425
    20   0.2885   0.3417
    21   0.2835   0.3423
    22   0.2774   0.3303
    23   0.2697   0.3186
    24   0.2670   0.3111
    25   0.2611   0.3051
    26   0.2569   0.3034
    27   0.2524   0.2963
    28   0.2496   0.2929
    29   0.2465   0.2890
    30   0.2418   0.2855
    31   0.2372   0.2826
    32   0.2319   0.2795
    33   0.2283   0.2754
    34   0.2241   0.2714
    35   0.2215   0.2684
    36   0.2180   0.2633
    37   0.2118   0.2521
    38   0.2074   0.2474
    39   0.2028   0.2422
    40   0.1984   0.2344
    41   0.1956   0.2315
    42   0.1916   0.2260
    43   0.1902   0.2240
    44   0.1875   0.2218
    45   0.1855   0.2192
    46   0.1832   0.2170
    47   0.1790   0.2148
    48   0.1761   0.2158
    49   0.1725   0.2107
    50   0.1717   0.2078
    51   0.1673   0.2039
    52   0.1638   0.2016
    53   0.1609   0.1985
    54   0.1561   0.1921
    55   0.1531   0.1836
    56   0.1496   0.1777
    57   0.1466   0.1715
    58   0.1427   0.1645
    59   0.1391   0.1583
    60   0.1334   0.1521
    61   0.1301   0.1526
    62   0.1281   0.1513
    63   0.1262   0.1492
    64   0.1231   0.1485
    65   0.1207   0.1474
    66   0.1186   0.1444
    67   0.1179   0.1444
    68   0.1169   0.1433
    69   0.1152   0.1408
    70   0.1136   0.1376
    71   0.1128   0.1364
    72   0.1118   0.1363
    73   0.1115   0.1355
    74   0.1112   0.1348
    75   0.1109   0.1341
    76   0.1103   0.1332
    77   0.1093   0.1318
    78   0.1089   0.1309
    79   0.1080   0.1293
    80   0.1076   0.1283
    81   0.1072   0.1271
    82   0.1063   0.1260
    83   0.1059   0.1227
    84   0.1049   0.1230
    85   0.1044   0.1235
    86   0.1041   0.1225
