#     it    Ltra    Lval
     1   0.3651   0.3997
     2   0.3640   0.3969
     3   0.3578   0.3835
     4   0.3516   0.3729
     5   0.3412   0.3652
     6   0.3272   0.3604
     7   0.3255   0.3595
     8   0.3189   0.3580
     9   0.3157   0.3632
    10   0.3096   0.3722
    11   0.3078   0.3891
    12   0.3049   0.3842
    13   0.3032   0.3841
    14   0.2985   0.3674
    15   0.2942   0.3721
    16   0.2911   0.3651
    17   0.2878   0.3682
    18   0.2835   0.3648
    19   0.2786   0.3703
    20   0.2750   0.3747
    21   0.2729   0.3767
    22   0.2697   0.3680
    23   0.2672   0.3520
    24   0.2649   0.3447
    25   0.2594   0.3479
    26   0.2558   0.3334
    27   0.2499   0.3266
    28   0.2458   0.3165
    29   0.2335   0.2942
    30   0.2253   0.2798
    31   0.2181   0.2746
    32   0.2128   0.2767
    33   0.2094   0.2751
    34   0.2057   0.2687
    35   0.2015   0.2569
    36   0.1949   0.2431
    37   0.1873   0.2249
    38   0.1848   0.2166
    39   0.1806   0.2146
    40   0.1787   0.2122
    41   0.1771   0.2107
    42   0.1750   0.2065
    43   0.1718   0.1985
    44   0.1693   0.1923
    45   0.1660   0.1866
    46   0.1638   0.1836
    47   0.1622   0.1810
    48   0.1611   0.1804
    49   0.1603   0.1792
    50   0.1596   0.1797
    51   0.1585   0.1775
    52   0.1578   0.1767
    53   0.1569   0.1760
    54   0.1546   0.1735
    55   0.1533   0.1729
    56   0.1513   0.1706
    57   0.1492   0.1670
    58   0.1479   0.1654
    59   0.1471   0.1643
    60   0.1458   0.1636
    61   0.1452   0.1607
    62   0.1437   0.1611
    63   0.1433   0.1609
    64   0.1425   0.1605
    65   0.1423   0.1587
    66   0.1414   0.1578
    67   0.1408   0.1565
    68   0.1403   0.1552
    69   0.1395   0.1534
    70   0.1390   0.1552
    71   0.1383   0.1544
    72   0.1381   0.1545
    73   0.1374   0.1556
    74   0.1369   0.1556
    75   0.1364   0.1570
    76   0.1358   0.1575
    77   0.1350   0.1579
    78   0.1344   0.1582
    79   0.1335   0.1570
    80   0.1320   0.1563
    81   0.1311   0.1554
    82   0.1300   0.1562
    83   0.1294   0.1516
    84   0.1288   0.1515
    85   0.1286   0.1530
    86   0.1283   0.1515
    87   0.1279   0.1505
    88   0.1275   0.1489
    89   0.1270   0.1485
    90   0.1266   0.1477
    91   0.1257   0.1455
    92   0.1247   0.1437
    93   0.1240   0.1434
    94   0.1234   0.1426
    95   0.1229   0.1422
    96   0.1225   0.1430
