#     it    Ltra    Lval
     1   0.1503   0.1684
     2   0.0940   0.1173
     3   0.0931   0.1131
     4   0.0815   0.1037
     5   0.0802   0.1025
     6   0.0776   0.1020
     7   0.0752   0.1023
     8   0.0731   0.1036
     9   0.0716   0.1036
    10   0.0676   0.1025
    11   0.0611   0.0993
    12   0.0520   0.0957
    13   0.0503   0.0946
    14   0.0456   0.0890
    15   0.0398   0.0782
    16   0.0381   0.0775
    17   0.0364   0.0750
    18   0.0356   0.0740
    19   0.0345   0.0696
    20   0.0338   0.0631
    21   0.0327   0.0607
    22   0.0322   0.0614
    23   0.0318   0.0615
    24   0.0315   0.0601
    25   0.0309   0.0565
    26   0.0305   0.0542
    27   0.0298   0.0490
    28   0.0296   0.0490
    29   0.0292   0.0476
    30   0.0289   0.0481
    31   0.0288   0.0477
    32   0.0287   0.0508
    33   0.0286   0.0481
    34   0.0284   0.0481
    35   0.0275   0.0502
    36   0.0265   0.0506
    37   0.0257   0.0489
    38   0.0255   0.0503
    39   0.0251   0.0496
    40   0.0245   0.0481
    41   0.0241   0.0480
    42   0.0240   0.0460
    43   0.0238   0.0460
    44   0.0237   0.0449
    45   0.0237   0.0451
    46   0.0236   0.0447
    47   0.0235   0.0443
    48   0.0234   0.0425
    49   0.0232   0.0421
    50   0.0231   0.0426
    51   0.0229   0.0427
    52   0.0224   0.0424
    53   0.0218   0.0427
    54   0.0213   0.0412
    55   0.0212   0.0414
    56   0.0206   0.0380
    57   0.0197   0.0351
    58   0.0194   0.0325
    59   0.0189   0.0298
    60   0.0186   0.0296
    61   0.0184   0.0295
    62   0.0183   0.0306
    63   0.0182   0.0314
    64   0.0180   0.0313
    65   0.0177   0.0302
    66   0.0176   0.0305
    67   0.0173   0.0300
    68   0.0168   0.0291
    69   0.0166   0.0261
    70   0.0166   0.0266
    71   0.0165   0.0278
    72   0.0165   0.0274
    73   0.0165   0.0271
    74   0.0165   0.0268
    75   0.0164   0.0263
    76   0.0164   0.0260
    77   0.0163   0.0261
    78   0.0162   0.0258
    79   0.0161   0.0259
    80   0.0161   0.0260
    81   0.0161   0.0258
    82   0.0160   0.0257
    83   0.0159   0.0256
    84   0.0159   0.0252
    85   0.0159   0.0240
    86   0.0158   0.0232
    87   0.0157   0.0228
    88   0.0157   0.0225
    89   0.0155   0.0218
    90   0.0154   0.0220
    91   0.0154   0.0224
    92   0.0154   0.0225
    93   0.0154   0.0229
    94   0.0153   0.0229
    95   0.0153   0.0229
    96   0.0152   0.0226
    97   0.0150   0.0230
    98   0.0149   0.0220
    99   0.0149   0.0221
   100   0.0148   0.0221
   101   0.0148   0.0223
   102   0.0148   0.0224
   103   0.0147   0.0226
   104   0.0146   0.0230
   105   0.0145   0.0239
   106   0.0144   0.0242
   107   0.0142   0.0247
   108   0.0140   0.0244
   109   0.0139   0.0253
   110   0.0139   0.0240
   111   0.0138   0.0241
   112   0.0137   0.0255
   113   0.0136   0.0235
   114   0.0136   0.0236
   115   0.0134   0.0251
   116   0.0133   0.0247
   117   0.0132   0.0260
   118   0.0129   0.0249
   119   0.0127   0.0241
   120   0.0127   0.0230
   121   0.0125   0.0232
   122   0.0125   0.0235
   123   0.0125   0.0237
   124   0.0125   0.0233
   125   0.0125   0.0231
   126   0.0124   0.0230
   127   0.0124   0.0226
   128   0.0123   0.0225
   129   0.0122   0.0221
   130   0.0122   0.0218
   131   0.0121   0.0211
   132   0.0121   0.0217
   133   0.0120   0.0225
   134   0.0117   0.0238
   135   0.0116   0.0240
   136   0.0115   0.0254
   137   0.0114   0.0246
   138   0.0114   0.0233
   139   0.0112   0.0255
   140   0.0111   0.0249
   141   0.0111   0.0244
   142   0.0110   0.0242
   143   0.0108   0.0239
   144   0.0108   0.0238
   145   0.0108   0.0233
