#     it    Ltra    Lval
     1   0.1768   0.1672
     2   0.1717   0.1743
     3   0.1693   0.1782
     4   0.1655   0.1791
     5   0.1432   0.1508
     6   0.1364   0.1369
     7   0.1166   0.1191
     8   0.0957   0.1011
     9   0.0910   0.0957
    10   0.0896   0.0951
    11   0.0885   0.0947
    12   0.0832   0.0934
    13   0.0809   0.0948
    14   0.0772   0.0983
    15   0.0692   0.1006
    16   0.0550   0.0846
    17   0.0474   0.0554
    18   0.0419   0.0525
    19   0.0406   0.0512
    20   0.0395   0.0538
    21   0.0385   0.0595
    22   0.0376   0.0597
    23   0.0368   0.0613
    24   0.0356   0.0630
    25   0.0344   0.0634
    26   0.0311   0.0604
    27   0.0287   0.0519
    28   0.0273   0.0483
    29   0.0272   0.0475
    30   0.0271   0.0472
    31   0.0270   0.0477
    32   0.0264   0.0468
    33   0.0257   0.0461
    34   0.0246   0.0444
    35   0.0236   0.0412
    36   0.0224   0.0383
    37   0.0211   0.0345
    38   0.0182   0.0271
    39   0.0174   0.0259
    40   0.0165   0.0233
    41   0.0163   0.0222
    42   0.0162   0.0227
    43   0.0159   0.0226
    44   0.0155   0.0225
    45   0.0152   0.0216
    46   0.0148   0.0206
    47   0.0147   0.0207
    48   0.0145   0.0206
    49   0.0145   0.0206
    50   0.0144   0.0205
    51   0.0143   0.0199
    52   0.0141   0.0191
    53   0.0136   0.0172
    54   0.0127   0.0128
    55   0.0126   0.0128
    56   0.0125   0.0117
    57   0.0124   0.0119
    58   0.0123   0.0121
    59   0.0121   0.0122
    60   0.0119   0.0119
    61   0.0119   0.0119
    62   0.0118   0.0119
    63   0.0117   0.0122
    64   0.0116   0.0127
    65   0.0115   0.0136
    66   0.0114   0.0138
    67   0.0113   0.0133
    68   0.0112   0.0136
    69   0.0112   0.0140
    70   0.0112   0.0137
    71   0.0112   0.0134
    72   0.0111   0.0124
    73   0.0110   0.0118
    74   0.0110   0.0117
    75   0.0109   0.0113
    76   0.0108   0.0110
    77   0.0107   0.0108
    78   0.0107   0.0109
    79   0.0106   0.0109
    80   0.0106   0.0109
    81   0.0106   0.0110
    82   0.0106   0.0112
    83   0.0106   0.0111
    84   0.0106   0.0111
    85   0.0106   0.0111
    86   0.0105   0.0112
    87   0.0105   0.0114
    88   0.0104   0.0116
    89   0.0102   0.0119
    90   0.0102   0.0120
    91   0.0100   0.0120
    92   0.0099   0.0129
    93   0.0098   0.0130
    94   0.0098   0.0136
    95   0.0098   0.0138
    96   0.0097   0.0141
    97   0.0096   0.0142
    98   0.0096   0.0151
    99   0.0096   0.0150
   100   0.0096   0.0150
   101   0.0096   0.0152
   102   0.0095   0.0163
   103   0.0095   0.0165
   104   0.0094   0.0171
   105   0.0093   0.0183
   106   0.0092   0.0174
   107   0.0092   0.0171
   108   0.0092   0.0168
   109   0.0092   0.0169
   110   0.0092   0.0170
   111   0.0092   0.0168
   112   0.0092   0.0167
   113   0.0092   0.0165
   114   0.0092   0.0163
   115   0.0091   0.0161
   116   0.0091   0.0156
   117   0.0090   0.0151
   118   0.0090   0.0148
   119   0.0089   0.0156
   120   0.0089   0.0162
   121   0.0088   0.0168
   122   0.0088   0.0170
