#     it    Ltra    Lval
     1   0.3625   0.3898
     2   0.3545   0.3812
     3   0.3456   0.3764
     4   0.3355   0.3794
     5   0.3150   0.3711
     6   0.3111   0.3676
     7   0.3064   0.3593
     8   0.3044   0.3537
     9   0.2999   0.3487
    10   0.2955   0.3525
    11   0.2907   0.3641
    12   0.2887   0.3620
    13   0.2868   0.3561
    14   0.2833   0.3666
    15   0.2813   0.3799
    16   0.2796   0.3713
    17   0.2777   0.3699
    18   0.2750   0.3674
    19   0.2731   0.3709
    20   0.2715   0.3758
    21   0.2706   0.3777
    22   0.2683   0.3748
    23   0.2659   0.3637
    24   0.2634   0.3636
    25   0.2615   0.3643
    26   0.2579   0.3593
    27   0.2560   0.3573
    28   0.2495   0.3505
    29   0.2415   0.3423
    30   0.2375   0.3363
    31   0.2287   0.3216
    32   0.2162   0.3078
    33   0.2041   0.3092
    34   0.1992   0.3167
    35   0.1832   0.2928
    36   0.1742   0.2893
    37   0.1720   0.2827
    38   0.1660   0.2751
    39   0.1586   0.2641
    40   0.1519   0.2498
    41   0.1471   0.2219
    42   0.1407   0.2168
    43   0.1370   0.2161
    44   0.1336   0.2096
    45   0.1298   0.1974
    46   0.1242   0.1714
    47   0.1213   0.1696
    48   0.1191   0.1630
    49   0.1180   0.1628
    50   0.1169   0.1595
    51   0.1159   0.1572
    52   0.1147   0.1525
    53   0.1129   0.1454
    54   0.1112   0.1422
    55   0.1092   0.1399
    56   0.1062   0.1393
    57   0.1047   0.1353
    58   0.1033   0.1382
    59   0.1026   0.1366
    60   0.1021   0.1349
    61   0.1019   0.1356
    62   0.1014   0.1358
    63   0.1009   0.1350
    64   0.1006   0.1352
    65   0.1002   0.1336
    66   0.0999   0.1318
    67   0.0996   0.1301
    68   0.0993   0.1285
    69   0.0990   0.1277
    70   0.0987   0.1271
    71   0.0986   0.1273
    72   0.0984   0.1267
    73   0.0982   0.1257
    74   0.0981   0.1247
    75   0.0979   0.1240
    76   0.0974   0.1224
    77   0.0970   0.1222
    78   0.0961   0.1211
    79   0.0951   0.1201
    80   0.0941   0.1192
    81   0.0933   0.1208
    82   0.0928   0.1199
    83   0.0926   0.1195
    84   0.0924   0.1188
    85   0.0923   0.1186
    86   0.0921   0.1195
    87   0.0920   0.1192
    88   0.0919   0.1189
    89   0.0917   0.1187
    90   0.0916   0.1182
    91   0.0915   0.1184
