#     it    Ltra    Lval
     1   0.1684   0.1647
     2   0.1651   0.1687
     3   0.1581   0.1730
     4   0.1477   0.1752
     5   0.1384   0.1713
     6   0.1181   0.1477
     7   0.0974   0.1292
     8   0.0970   0.1272
     9   0.0953   0.1261
    10   0.0949   0.1260
    11   0.0945   0.1258
    12   0.0905   0.1217
    13   0.0795   0.0921
    14   0.0793   0.0993
    15   0.0782   0.0964
    16   0.0772   0.0949
    17   0.0759   0.0942
    18   0.0740   0.0993
    19   0.0722   0.1007
    20   0.0707   0.1015
    21   0.0698   0.1019
    22   0.0684   0.1004
    23   0.0650   0.0945
    24   0.0627   0.0941
    25   0.0610   0.0964
    26   0.0607   0.0968
    27   0.0600   0.0975
    28   0.0598   0.0973
    29   0.0592   0.0975
    30   0.0568   0.0907
    31   0.0520   0.0758
    32   0.0511   0.0753
    33   0.0475   0.0840
    34   0.0440   0.0811
    35   0.0433   0.0815
    36   0.0425   0.0813
    37   0.0408   0.0804
    38   0.0397   0.0790
    39   0.0358   0.0755
    40   0.0336   0.0726
    41   0.0315   0.0675
    42   0.0295   0.0628
    43   0.0283   0.0593
    44   0.0262   0.0537
    45   0.0252   0.0487
    46   0.0240   0.0419
    47   0.0227   0.0399
    48   0.0220   0.0364
    49   0.0214   0.0363
    50   0.0213   0.0357
    51   0.0210   0.0350
    52   0.0201   0.0327
    53   0.0192   0.0309
    54   0.0183   0.0299
    55   0.0178   0.0282
    56   0.0168   0.0290
    57   0.0166   0.0306
    58   0.0164   0.0298
    59   0.0163   0.0300
    60   0.0162   0.0309
    61   0.0160   0.0312
    62   0.0154   0.0301
    63   0.0147   0.0285
    64   0.0141   0.0246
    65   0.0127   0.0219
    66   0.0121   0.0186
    67   0.0118   0.0185
    68   0.0118   0.0186
    69   0.0117   0.0187
    70   0.0116   0.0179
    71   0.0115   0.0174
    72   0.0113   0.0173
    73   0.0112   0.0176
    74   0.0111   0.0175
    75   0.0110   0.0168
    76   0.0109   0.0166
    77   0.0109   0.0164
    78   0.0107   0.0157
    79   0.0106   0.0156
    80   0.0105   0.0153
    81   0.0104   0.0157
    82   0.0103   0.0158
    83   0.0102   0.0155
    84   0.0102   0.0152
    85   0.0102   0.0148
    86   0.0101   0.0143
    87   0.0101   0.0140
    88   0.0100   0.0131
    89   0.0098   0.0121
    90   0.0098   0.0123
    91   0.0097   0.0122
    92   0.0096   0.0122
    93   0.0096   0.0124
    94   0.0095   0.0130
    95   0.0094   0.0133
    96   0.0093   0.0128
    97   0.0093   0.0123
    98   0.0092   0.0117
    99   0.0092   0.0118
   100   0.0092   0.0118
   101   0.0092   0.0117
   102   0.0092   0.0114
   103   0.0092   0.0115
   104   0.0092   0.0116
   105   0.0092   0.0117
   106   0.0091   0.0119
   107   0.0091   0.0118
   108   0.0090   0.0117
   109   0.0089   0.0119
   110   0.0089   0.0118
   111   0.0089   0.0117
   112   0.0089   0.0117
   113   0.0089   0.0119
   114   0.0089   0.0121
   115   0.0089   0.0124
   116   0.0089   0.0123
   117   0.0089   0.0122
   118   0.0089   0.0121
   119   0.0089   0.0121
   120   0.0089   0.0121
   121   0.0088   0.0124
   122   0.0088   0.0128
   123   0.0088   0.0126
   124   0.0088   0.0128
   125   0.0087   0.0131
   126   0.0087   0.0131
   127   0.0087   0.0134
   128   0.0087   0.0140
   129   0.0087   0.0139
   130   0.0087   0.0138
   131   0.0087   0.0139
   132   0.0087   0.0140
   133   0.0087   0.0142
   134   0.0087   0.0143
   135   0.0087   0.0146
   136   0.0087   0.0153
   137   0.0086   0.0154
   138   0.0086   0.0152
   139   0.0086   0.0152
   140   0.0086   0.0152
   141   0.0086   0.0149
   142   0.0086   0.0151
   143   0.0085   0.0152
   144   0.0085   0.0151
   145   0.0085   0.0154
   146   0.0085   0.0164
   147   0.0085   0.0160
   148   0.0085   0.0161
   149   0.0085   0.0163
   150   0.0084   0.0165
   151   0.0084   0.0165
   152   0.0084   0.0165
   153   0.0084   0.0164
   154   0.0084   0.0163
   155   0.0084   0.0164
   156   0.0084   0.0164
   157   0.0084   0.0164
   158   0.0084   0.0163
   159   0.0084   0.0165
   160   0.0084   0.0168
   161   0.0083   0.0168
   162   0.0083   0.0168
   163   0.0083   0.0170
   164   0.0083   0.0170
   165   0.0083   0.0178
   166   0.0083   0.0181
   167   0.0083   0.0183
   168   0.0083   0.0184
   169   0.0083   0.0187
   170   0.0083   0.0189
   171   0.0083   0.0189
   172   0.0083   0.0190
   173   0.0083   0.0191
   174   0.0083   0.0191
   175   0.0083   0.0192
   176   0.0083   0.0191
   177   0.0083   0.0187
   178   0.0082   0.0175
   179   0.0082   0.0171
   180   0.0082   0.0170
   181   0.0082   0.0169
   182   0.0082   0.0170
   183   0.0082   0.0171
   184   0.0082   0.0170
