#     it    Ltra    Lval
     1   0.3542   0.3839
     2   0.3523   0.3841
     3   0.3465   0.3802
     4   0.3414   0.3720
     5   0.3335   0.3618
     6   0.3299   0.3591
     7   0.3205   0.3508
     8   0.3054   0.3423
     9   0.3011   0.3417
    10   0.2965   0.3421
    11   0.2916   0.3454
    12   0.2873   0.3631
    13   0.2807   0.3508
    14   0.2716   0.3453
    15   0.2668   0.3413
    16   0.2601   0.3421
    17   0.2561   0.3465
    18   0.2511   0.3516
    19   0.2408   0.3544
    20   0.2363   0.3470
    21   0.2326   0.3399
    22   0.2274   0.3306
    23   0.2221   0.3152
    24   0.2182   0.3121
    25   0.2141   0.3030
    26   0.2110   0.2955
    27   0.2077   0.2913
    28   0.2037   0.2773
    29   0.1999   0.2786
    30   0.1951   0.2706
    31   0.1907   0.2545
    32   0.1869   0.2459
    33   0.1829   0.2337
    34   0.1782   0.2286
    35   0.1733   0.2208
    36   0.1693   0.2110
    37   0.1651   0.2048
    38   0.1630   0.1996
    39   0.1603   0.1969
    40   0.1523   0.1873
    41   0.1475   0.1786
    42   0.1436   0.1764
    43   0.1398   0.1724
    44   0.1367   0.1685
    45   0.1339   0.1644
    46   0.1308   0.1604
    47   0.1278   0.1563
    48   0.1259   0.1545
    49   0.1227   0.1491
    50   0.1198   0.1433
    51   0.1167   0.1385
    52   0.1124   0.1322
    53   0.1107   0.1290
    54   0.1079   0.1263
    55   0.1068   0.1261
    56   0.1051   0.1254
    57   0.1027   0.1241
    58   0.1004   0.1201
    59   0.0991   0.1154
    60   0.0965   0.1131
    61   0.0948   0.1115
    62   0.0909   0.1089
    63   0.0886   0.1078
    64   0.0873   0.1106
    65   0.0847   0.1067
    66   0.0824   0.1046
    67   0.0803   0.1040
    68   0.0763   0.0949
    69   0.0745   0.0923
    70   0.0738   0.0896
    71   0.0733   0.0884
    72   0.0726   0.0862
    73   0.0720   0.0853
    74   0.0712   0.0841
    75   0.0703   0.0842
    76   0.0701   0.0829
    77   0.0699   0.0832
    78   0.0697   0.0832
    79   0.0696   0.0835
    80   0.0695   0.0830
    81   0.0694   0.0829
    82   0.0693   0.0825
    83   0.0691   0.0824
    84   0.0690   0.0817
    85   0.0688   0.0813
    86   0.0687   0.0812
    87   0.0686   0.0812
    88   0.0683   0.0815
    89   0.0682   0.0814
    90   0.0681   0.0819
    91   0.0680   0.0820
    92   0.0679   0.0819
    93   0.0679   0.0818
    94   0.0678   0.0815
    95   0.0676   0.0807
    96   0.0674   0.0805
    97   0.0672   0.0801
    98   0.0671   0.0801
    99   0.0669   0.0801
   100   0.0661   0.0802
   101   0.0656   0.0796
   102   0.0651   0.0787
   103   0.0646   0.0769
   104   0.0641   0.0756
   105   0.0630   0.0739
   106   0.0623   0.0732
   107   0.0614   0.0730
   108   0.0611   0.0731
   109   0.0606   0.0716
   110   0.0603   0.0723
   111   0.0600   0.0729
   112   0.0597   0.0729
   113   0.0594   0.0732
   114   0.0591   0.0722
   115   0.0587   0.0716
   116   0.0582   0.0703
   117   0.0580   0.0702
   118   0.0578   0.0701
   119   0.0577   0.0696
   120   0.0575   0.0692
   121   0.0575   0.0683
   122   0.0574   0.0679
   123   0.0573   0.0678
   124   0.0572   0.0675
   125   0.0570   0.0674
   126   0.0567   0.0657
   127   0.0564   0.0666
   128   0.0563   0.0655
   129   0.0562   0.0646
   130   0.0561   0.0638
   131   0.0559   0.0629
   132   0.0558   0.0633
   133   0.0557   0.0637
   134   0.0557   0.0640
   135   0.0556   0.0645
   136   0.0555   0.0642
   137   0.0555   0.0639
   138   0.0554   0.0637
   139   0.0553   0.0621
   140   0.0553   0.0631
   141   0.0552   0.0626
   142   0.0551   0.0623
   143   0.0551   0.0621
   144   0.0550   0.0617
   145   0.0550   0.0617
   146   0.0549   0.0617
   147   0.0549   0.0617
   148   0.0548   0.0616
   149   0.0548   0.0614
   150   0.0547   0.0614
   151   0.0547   0.0613
   152   0.0547   0.0614
   153   0.0546   0.0614
   154   0.0544   0.0611
   155   0.0544   0.0617
   156   0.0542   0.0616
   157   0.0542   0.0610
   158   0.0541   0.0614
   159   0.0541   0.0610
   160   0.0540   0.0609
   161   0.0540   0.0609
   162   0.0540   0.0609
   163   0.0539   0.0610
   164   0.0538   0.0608
   165   0.0538   0.0607
   166   0.0537   0.0602
   167   0.0537   0.0608
   168   0.0537   0.0608
   169   0.0536   0.0606
   170   0.0536   0.0605
   171   0.0535   0.0602
   172   0.0535   0.0600
   173   0.0535   0.0599
   174   0.0534   0.0599
   175   0.0534   0.0599
   176   0.0533   0.0598
   177   0.0533   0.0599
   178   0.0533   0.0591
   179   0.0532   0.0601
   180   0.0532   0.0599
   181   0.0531   0.0599
   182   0.0531   0.0599
   183   0.0531   0.0600
   184   0.0530   0.0591
   185   0.0529   0.0585
   186   0.0528   0.0583
   187   0.0527   0.0579
   188   0.0526   0.0576
   189   0.0525   0.0566
   190   0.0524   0.0568
   191   0.0523   0.0567
   192   0.0522   0.0561
   193   0.0521   0.0560
   194   0.0520   0.0557
   195   0.0519   0.0560
   196   0.0518   0.0561
   197   0.0517   0.0565
   198   0.0515   0.0565
   199   0.0514   0.0566
   200   0.0512   0.0549
   201   0.0509   0.0540
   202   0.0507   0.0531
   203   0.0506   0.0525
   204   0.0504   0.0522
   205   0.0503   0.0512
   206   0.0500   0.0513
   207   0.0500   0.0519
   208   0.0499   0.0511
   209   0.0499   0.0510
   210   0.0498   0.0511
   211   0.0497   0.0515
   212   0.0496   0.0518
   213   0.0495   0.0529
   214   0.0494   0.0525
   215   0.0493   0.0519
   216   0.0493   0.0517
   217   0.0492   0.0512
   218   0.0491   0.0508
   219   0.0490   0.0503
   220   0.0489   0.0498
   221   0.0489   0.0503
   222   0.0488   0.0502
   223   0.0488   0.0503
   224   0.0487   0.0506
   225   0.0486   0.0511
   226   0.0486   0.0514
   227   0.0485   0.0521
   228   0.0485   0.0519
   229   0.0484   0.0517
   230   0.0483   0.0514
   231   0.0482   0.0514
   232   0.0481   0.0511
   233   0.0481   0.0512
   234   0.0481   0.0512
   235   0.0480   0.0512
   236   0.0480   0.0511
   237   0.0479   0.0507
   238   0.0478   0.0507
   239   0.0478   0.0508
   240   0.0477   0.0511
   241   0.0477   0.0511
   242   0.0477   0.0511
   243   0.0476   0.0510
   244   0.0476   0.0509
   245   0.0476   0.0507
   246   0.0476   0.0505
   247   0.0476   0.0503
   248   0.0475   0.0507
   249   0.0475   0.0511
   250   0.0474   0.0515
   251   0.0474   0.0517
   252   0.0474   0.0518
   253   0.0473   0.0520
   254   0.0473   0.0515
   255   0.0472   0.0509
   256   0.0471   0.0506
   257   0.0471   0.0501
   258   0.0471   0.0501
   259   0.0470   0.0503
   260   0.0470   0.0504
   261   0.0468   0.0502
   262   0.0468   0.0502
   263   0.0467   0.0501
   264   0.0467   0.0501
   265   0.0467   0.0502
   266   0.0467   0.0505
   267   0.0466   0.0505
   268   0.0466   0.0504
   269   0.0466   0.0502
   270   0.0465   0.0499
   271   0.0465   0.0497
   272   0.0465   0.0495
   273   0.0464   0.0494
   274   0.0464   0.0498
   275   0.0464   0.0498
   276   0.0464   0.0498
   277   0.0464   0.0499
   278   0.0463   0.0499
   279   0.0463   0.0498
   280   0.0463   0.0497
   281   0.0463   0.0494
   282   0.0463   0.0491
   283   0.0463   0.0491
   284   0.0462   0.0490
   285   0.0462   0.0492
   286   0.0462   0.0494
   287   0.0462   0.0494
   288   0.0462   0.0492
   289   0.0461   0.0491
   290   0.0461   0.0490
   291   0.0461   0.0488
   292   0.0461   0.0488
   293   0.0461   0.0492
   294   0.0461   0.0491
   295   0.0460   0.0491
   296   0.0460   0.0492
   297   0.0460   0.0491
   298   0.0460   0.0493
   299   0.0460   0.0492
   300   0.0460   0.0492
   301   0.0459   0.0492
   302   0.0459   0.0491
   303   0.0459   0.0491
   304   0.0459   0.0490
   305   0.0459   0.0488
   306   0.0459   0.0487
   307   0.0458   0.0486
   308   0.0458   0.0484
   309   0.0458   0.0482
   310   0.0458   0.0484
   311   0.0458   0.0486
   312   0.0458   0.0485
   313   0.0457   0.0486
   314   0.0457   0.0487
   315   0.0457   0.0487
   316   0.0457   0.0487
   317   0.0457   0.0487
   318   0.0457   0.0486
   319   0.0456   0.0486
   320   0.0456   0.0482
   321   0.0456   0.0483
   322   0.0456   0.0483
   323   0.0456   0.0483
   324   0.0456   0.0482
   325   0.0456   0.0480
   326   0.0456   0.0480
   327   0.0456   0.0481
   328   0.0456   0.0482
   329   0.0455   0.0482
   330   0.0455   0.0482
   331   0.0455   0.0482
   332   0.0455   0.0482
   333   0.0455   0.0480
   334   0.0455   0.0480
   335   0.0455   0.0480
   336   0.0455   0.0478
   337   0.0455   0.0477
   338   0.0455   0.0478
   339   0.0455   0.0477
   340   0.0455   0.0477
   341   0.0455   0.0477
   342   0.0455   0.0477
   343   0.0455   0.0477
   344   0.0455   0.0477
   345   0.0455   0.0476
   346   0.0455   0.0476
   347   0.0455   0.0475
   348   0.0454   0.0475
   349   0.0454   0.0476
   350   0.0454   0.0477
   351   0.0454   0.0475
   352   0.0454   0.0476
   353   0.0454   0.0476
   354   0.0454   0.0475
   355   0.0454   0.0475
   356   0.0454   0.0474
   357   0.0454   0.0474
   358   0.0454   0.0475
   359   0.0454   0.0475
   360   0.0454   0.0474
   361   0.0454   0.0472
   362   0.0454   0.0471
   363   0.0454   0.0468
   364   0.0454   0.0469
   365   0.0454   0.0468
   366   0.0454   0.0470
   367   0.0453   0.0471
   368   0.0453   0.0471
   369   0.0453   0.0469
   370   0.0453   0.0471
   371   0.0453   0.0469
   372   0.0453   0.0467
   373   0.0453   0.0467
   374   0.0453   0.0467
   375   0.0453   0.0469
   376   0.0453   0.0471
   377   0.0452   0.0472
   378   0.0452   0.0470
   379   0.0452   0.0469
   380   0.0452   0.0467
   381   0.0452   0.0467
   382   0.0452   0.0466
   383   0.0451   0.0466
   384   0.0451   0.0466
   385   0.0451   0.0466
   386   0.0451   0.0467
