0.000000000000000000e+00 -2.606017317194656707e-02
1.997821379879941572e-01 -1.195846272066035804e-01
5.259451834593338315e-01 -1.840731063349869585e-03
3.051923334844343083e-01 1.199365962635444288e-01
9.347447978387347645e-01 8.027043740509858250e-01
5.230873390886449092e-01 -9.831008761062864660e-04
9.381049841506733378e-01 -7.963563618745639339e-01
6.351246774000306461e-01 1.721247360363794332e+00
8.601446145612655636e-01 3.150164643447984858e+00
3.075682736742891832e-01 -1.419199474545788320e+00
3.299592563328617167e-01 1.063061256629529439e+00
7.341100392976550593e-01 3.658734794918518940e-01
8.694486527096496609e-01 1.192013292571122207e+00
8.574155181812868065e-01 1.199311975963983645e+00
5.056212040799630270e-01 3.841679312780718614e-01
8.643177275441118468e-01 7.234231258265998443e-01
1.057603591017570732e-01 1.118176671255356192e-01
4.420338641978822647e-01 2.198759668351105978e-01
3.481314723210409134e-01 -3.703912154852304073e-02
9.192575292039023571e-01 1.276487371351168632e+00
2.096420676271015804e-02 -2.108450946336792343e-03
7.311482211405503362e-01 2.981381513490815038e-01
3.910710303050837222e-01 3.092467329369844586e-01
5.282181546062439947e-01 1.246082952532388655e+00
1.986985159694153458e-01 -2.004761023029911701e-02
8.797111895801652537e-01 1.049867862533630375e-01
4.825788807880909692e-01 9.922486283727564027e-01
9.056559834596471514e-01 1.481194837732007885e+00
6.950144415792500752e-01 1.300236503635714191e+00
9.766661023145650766e-01 1.058461759990942941e+00
5.312589361506950825e-01 5.008017217827948064e-01
8.319028789165049398e-01 7.958367553545577788e-01
2.715600935945264860e-01 -2.610934650386737693e-02
4.206247763365430492e-01 3.610927200065875975e-01
3.206359941631572452e-01 5.394999436367944323e-01
8.578743038668041887e-01 1.988302780255917002e+00
9.039401094005636850e-01 1.466537956449163849e+00
8.719973959427682608e-01 1.109946342867767166e+00
7.240073785867795486e-02 3.152011894333918152e-01
2.070585114817086181e-01 6.722574969176956516e-01
6.378165227295865547e-01 8.296551036726709238e-01
6.610274918099221519e-01 4.783505579728081214e-01
7.860021147291972321e-01 7.996828529003959796e-01
1.059796550633042012e-01 -6.004242810566608884e-02
2.723759735553309413e-01 5.459241630072150242e-01
9.636602628040014107e-01 1.529933847736439922e+00
4.670172754281021188e-02 7.014377824796610428e-01
2.203576636587752935e-01 2.256047870002680922e-02
3.639686268405473157e-02 8.091646087649984054e-01
5.662807810854155743e-01 3.152994822515203244e-01
8.641625548147572333e-01 9.650532557997600902e-01
4.551266958333204382e-01 1.233043580083054147e+00
6.938348768309019476e-01 1.338756105971229182e+00
9.618388336794430060e-01 1.030365475006050247e+00
5.052558846458024000e-01 9.420790079696796937e-01
9.862541104419224602e-01 -4.472005445472092733e-04
8.591747713232955608e-01 1.227162281665174604e+00
7.201080077174163430e-01 1.359185987325143841e-01
3.566137138288003605e-01 5.523487830295052969e-01
5.805184756179960770e-01 4.576433268639837904e-01
7.632385268345782681e-01 1.452550335036388758e-02
8.762387829344288059e-01 1.282577292033700300e-01
9.037025210620894811e-01 1.209675862214493414e+00
1.831441614814673935e-01 8.318679686190603301e-03
9.186305379038129937e-01 9.011135648491044314e-01
2.467239947101493858e-01 -5.050978300878298244e-01
4.203368078949680786e-01 5.094661931894380880e-01
7.801385116864959501e-01 5.728649511111384429e-01
5.702200214369486098e-01 3.779117427284143793e-01
2.100359477193429747e-01 4.336540948466948153e-01
8.682747735054888727e-01 5.130949234373446410e-01
7.239476503306776500e-01 -5.465833658428407953e-03
4.006643033410188792e-01 7.653512729859753838e-01
5.867467951727239894e-01 2.459914285429113667e-01
4.673515695306225126e-01 6.125833024962050732e-01
2.471158488961024968e-01 -1.046685568494095109e-01
3.233724418543484358e-01 1.542545237999139451e-01
4.402496519393851448e-01 8.444954488398094261e-01
7.438819484008929450e-02 -1.736700021764125690e-01
1.128161060537491434e-02 2.534401189576993563e-01
1.357989192473869622e-01 7.700198886782110008e-02
4.670860581617600760e-01 -1.915062855747394210e-01
6.401575043878290350e-01 9.293785295285844628e-01
9.717530086794076150e-01 7.493451866287588192e-01
9.605569828477898975e-01 -8.688303155753389004e-03
8.006344114167618375e-01 1.379531844109585625e+00
7.891309643950009667e-01 5.690631421530506495e-01
5.806115484699297946e-01 2.981979137266259697e-02
4.695745665518902268e-01 6.629796472471143343e-01
8.612726373946738567e-01 6.568315232958100713e-01
2.771080938657927151e-01 1.023799487933841457e+00
1.195192538584680664e-01 -2.759481628307133838e-02
5.655599218049360832e-01 1.092782191582870377e+00
6.855590223353703605e-01 9.825360412685761879e-01
1.568021302404957185e-01 3.190621129371961490e-02
3.000310245504478335e-01 2.110664206691348910e-01
2.405942170323559504e-01 -4.379884644541288258e-02
2.928263031138266248e-01 4.245082589628789002e-04
9.754970172211360202e-01 8.036513047840432300e-01
2.505496311923205432e-03 -7.295981886940835007e-03
