0.000000000000000000e+00 2.500000000000000000e-01 4.064637003510698232e-01
1.001001001001001062e-01 2.488359063988126452e-01 3.936461468133701791e-01
2.002002002002002123e-01 2.456939846736128363e-01 3.812160570872928922e-01
3.003003003003003046e-01 2.410814326828516208e-01 3.692881073893877764e-01
4.004004004004004247e-01 2.354475810148057568e-01 3.579439709005302062e-01
5.005005005005005447e-01 2.291714723401687692e-01 3.472342992018999097e-01
6.006006006006006093e-01 2.225569951255286505e-01 3.371717079289096031e-01
7.007007007007007848e-01 2.158121902268776426e-01 3.277278387769011481e-01
8.008008008008008494e-01 2.090457650435326165e-01 3.188125610109152630e-01
9.009009009009009139e-01 2.022567683860402032e-01 3.102794371572079046e-01
1.001001001001001089e+00 1.953339961709547046e-01 3.019121439942649698e-01
1.101101101101101154e+00 1.880559914208380090e-01 2.934220289455310993e-01
1.201201201201201219e+00 1.800910442642598419e-01 2.844481100794114536e-01
1.301301301301301283e+00 1.709675136349177171e-01 2.745570761092709366e-01
1.401401401401401570e+00 1.600915954934701846e-01 2.632432863934330847e-01
1.501501501501501634e+00 1.467212120679728393e-01 2.499287709351826758e-01
1.601601601601601699e+00 1.298758979539346714e-01 2.339620503899889903e-01
1.701701701701701763e+00 1.083359932947088045e-01 2.146113619535584549e-01
1.801801801801801828e+00 8.064264378149264834e-02 1.908939170919881079e-01
1.901901901901902114e+00 4.508946157871931981e-02 1.614622478356551594e-01
2.002002002002002179e+00 -5.552941082212006774e-04 1.246022902668054433e-01
2.102102102102102243e+00 -5.862604780430195894e-02 7.811335466461208354e-02
2.202202202202202308e+00 -1.305278404897996514e-01 1.881002694721033153e-02
2.302302302302302373e+00 -2.145412121243124304e-01 -5.629193797713683001e-02
2.402402402402402437e+00 -3.029857681751867426e-01 -1.490286334303473903e-01
2.502502502502502502e+00 -3.827816621475458869e-01 -2.542023209246233595e-01
2.602602602602602566e+00 -4.427309906884696611e-01 -3.578232108972412284e-01
2.702702702702703075e+00 -4.801509292975071341e-01 -4.405616129176959661e-01
2.802802802802803139e+00 -4.996818547646423858e-01 -4.930192117033259103e-01
2.902902902902903204e+00 -5.074368188485112174e-01 -5.197755835030027916e-01
3.003003003003003268e+00 -5.081671382930403880e-01 -5.301546036704002374e-01
3.103103103103103333e+00 -5.047443343763901025e-01 -5.314307301006577777e-01
3.203203203203203397e+00 -4.986981674048563962e-01 -5.277827091646418722e-01
3.303303303303303462e+00 -4.908022374806081389e-01 -5.213285351333638573e-01
3.403403403403403527e+00 -4.814427993306215070e-01 -5.130740578769984461e-01
3.503503503503503591e+00 -4.708139655590651285e-01 -5.035126132269049926e-01
3.603603603603603656e+00 -4.590127426857519288e-01 -4.928781687043400361e-01
3.703703703703703720e+00 -4.460901671237136323e-01 -4.813264636027541066e-01
3.803803803803804229e+00 -4.321018443238621165e-01 -4.689400340579886195e-01
3.903903903903904293e+00 -4.170678495547885944e-01 -4.558147081320458316e-01
4.004004004004004358e+00 -4.010186021239023901e-01 -4.420444668098283958e-01
4.104104104104104422e+00 -3.840049625812500533e-01 -4.276998271433173904e-01
