#     it    Ltra    Lval
     1   0.3621   0.3813
     2   0.3541   0.3713
     3   0.3317   0.3534
     4   0.3285   0.3524
     5   0.3269   0.3525
     6   0.3229   0.3530
     7   0.3177   0.3516
     8   0.3130   0.3485
     9   0.3095   0.3454
    10   0.3064   0.3448
    11   0.3038   0.3433
    12   0.3003   0.3420
    13   0.2976   0.3383
    14   0.2918   0.3368
    15   0.2851   0.3329
    16   0.2814   0.3313
    17   0.2747   0.3292
    18   0.2683   0.3306
    19   0.2567   0.3228
    20   0.2475   0.3152
    21   0.2413   0.3099
    22   0.2332   0.3034
    23   0.2143   0.2906
    24   0.1769   0.2446
    25   0.1606   0.2119
    26   0.1495   0.2063
    27   0.1364   0.1891
    28   0.1247   0.1664
    29   0.1219   0.1797
    30   0.1207   0.1690
    31   0.1134   0.1593
    32   0.1108   0.1563
    33   0.1088   0.1546
    34   0.1045   0.1492
    35   0.1001   0.1418
    36   0.0968   0.1407
    37   0.0944   0.1425
    38   0.0929   0.1398
    39   0.0917   0.1388
    40   0.0907   0.1353
    41   0.0896   0.1326
    42   0.0886   0.1288
    43   0.0880   0.1284
    44   0.0873   0.1277
    45   0.0868   0.1266
    46   0.0862   0.1255
    47   0.0854   0.1231
    48   0.0851   0.1240
    49   0.0847   0.1218
    50   0.0845   0.1214
    51   0.0842   0.1209
    52   0.0842   0.1179
    53   0.0838   0.1179
    54   0.0838   0.1176
    55   0.0837   0.1170
    56   0.0835   0.1186
    57   0.0833   0.1172
    58   0.0831   0.1172
    59   0.0830   0.1176
    60   0.0829   0.1168
    61   0.0828   0.1146
    62   0.0825   0.1121
    63   0.0824   0.1096
    64   0.0822   0.1099
    65   0.0821   0.1102
    66   0.0820   0.1102
    67   0.0818   0.1077
    68   0.0816   0.1064
    69   0.0813   0.1033
    70   0.0812   0.1019
    71   0.0810   0.1000
    72   0.0808   0.0985
    73   0.0805   0.0983
    74   0.0805   0.0966
    75   0.0801   0.0970
    76   0.0800   0.0974
    77   0.0799   0.0970
    78   0.0798   0.0974
    79   0.0796   0.0958
    80   0.0795   0.0952
    81   0.0794   0.0956
    82   0.0793   0.0956
    83   0.0793   0.0955
    84   0.0790   0.0943
    85   0.0787   0.0922
    86   0.0786   0.0918
    87   0.0785   0.0916
    88   0.0784   0.0917
    89   0.0783   0.0926
    90   0.0782   0.0931
    91   0.0781   0.0941
    92   0.0780   0.0938
    93   0.0779   0.0934
    94   0.0778   0.0925
    95   0.0778   0.0926
    96   0.0777   0.0922
    97   0.0776   0.0922
    98   0.0776   0.0923
    99   0.0775   0.0920
   100   0.0775   0.0918
   101   0.0775   0.0916
   102   0.0774   0.0913
   103   0.0774   0.0914
   104   0.0773   0.0910
   105   0.0773   0.0908
   106   0.0773   0.0908
   107   0.0772   0.0911
   108   0.0771   0.0910
   109   0.0771   0.0911
   110   0.0770   0.0915
   111   0.0770   0.0912
   112   0.0769   0.0911
   113   0.0768   0.0908
   114   0.0768   0.0910
   115   0.0767   0.0911
   116   0.0767   0.0914
   117   0.0766   0.0919
   118   0.0766   0.0928
   119   0.0766   0.0929
   120   0.0765   0.0931
   121   0.0765   0.0925
   122   0.0765   0.0929
   123   0.0765   0.0930
   124   0.0764   0.0930
   125   0.0764   0.0927
   126   0.0764   0.0928
   127   0.0763   0.0922
   128   0.0763   0.0918
   129   0.0762   0.0915
   130   0.0762   0.0915
   131   0.0761   0.0919
   132   0.0761   0.0919
   133   0.0760   0.0920
   134   0.0760   0.0921
   135   0.0759   0.0923
   136   0.0758   0.0919
   137   0.0758   0.0917
   138   0.0758   0.0914
   139   0.0757   0.0910
   140   0.0757   0.0907
   141   0.0756   0.0906
   142   0.0756   0.0907
   143   0.0755   0.0919
   144   0.0754   0.0922
   145   0.0754   0.0920
   146   0.0754   0.0921
   147   0.0753   0.0922
   148   0.0753   0.0924
   149   0.0753   0.0928
   150   0.0752   0.0928
   151   0.0752   0.0931
   152   0.0752   0.0931
   153   0.0751   0.0935
   154   0.0751   0.0934
   155   0.0751   0.0934
   156   0.0751   0.0932
   157   0.0751   0.0931
   158   0.0750   0.0926
   159   0.0750   0.0923
   160   0.0750   0.0921
   161   0.0749   0.0923
   162   0.0749   0.0926
   163   0.0749   0.0930
   164   0.0748   0.0930
   165   0.0748   0.0932
   166   0.0747   0.0925
   167   0.0747   0.0926
   168   0.0747   0.0927
   169   0.0746   0.0925
   170   0.0746   0.0924
   171   0.0745   0.0923
   172   0.0745   0.0923
   173   0.0744   0.0924
   174   0.0744   0.0922
   175   0.0743   0.0926
   176   0.0743   0.0923
   177   0.0743   0.0923
   178   0.0742   0.0925
   179   0.0742   0.0925
   180   0.0742   0.0921
   181   0.0741   0.0920
   182   0.0741   0.0919
   183   0.0741   0.0917
   184   0.0741   0.0917
   185   0.0741   0.0918
   186   0.0740   0.0920
   187   0.0740   0.0922
   188   0.0740   0.0924
   189   0.0740   0.0926
   190   0.0740   0.0926
   191   0.0739   0.0926
   192   0.0739   0.0926
   193   0.0739   0.0926
   194   0.0739   0.0924
   195   0.0738   0.0924
   196   0.0738   0.0922
   197   0.0738   0.0921
   198   0.0738   0.0920
   199   0.0738   0.0918
   200   0.0737   0.0916
   201   0.0737   0.0915
   202   0.0737   0.0911
   203   0.0737   0.0911
   204   0.0736   0.0912
   205   0.0736   0.0912
   206   0.0736   0.0910
   207   0.0736   0.0911
   208   0.0735   0.0909
   209   0.0735   0.0909
   210   0.0735   0.0910
   211   0.0735   0.0911
   212   0.0735   0.0911
   213   0.0735   0.0913
   214   0.0735   0.0912
   215   0.0735   0.0913
   216   0.0735   0.0912
   217   0.0734   0.0912
   218   0.0734   0.0913
   219   0.0734   0.0915
   220   0.0734   0.0915
   221   0.0734   0.0916
   222   0.0734   0.0915
   223   0.0734   0.0915
   224   0.0734   0.0914
   225   0.0734   0.0914
   226   0.0734   0.0915
   227   0.0733   0.0915
   228   0.0733   0.0918
   229   0.0733   0.0918
   230   0.0733   0.0918
   231   0.0733   0.0917
   232   0.0733   0.0917
   233   0.0733   0.0917
   234   0.0733   0.0917
   235   0.0733   0.0916
   236   0.0733   0.0916
   237   0.0733   0.0917
   238   0.0733   0.0918
   239   0.0733   0.0920
   240   0.0732   0.0922
   241   0.0732   0.0922
   242   0.0732   0.0924
   243   0.0732   0.0924
   244   0.0732   0.0925
   245   0.0732   0.0922
   246   0.0731   0.0920
   247   0.0731   0.0920
   248   0.0731   0.0921
   249   0.0731   0.0923
   250   0.0730   0.0925
   251   0.0730   0.0925
   252   0.0730   0.0929
   253   0.0729   0.0927
   254   0.0729   0.0924
   255   0.0729   0.0924
   256   0.0728   0.0920
   257   0.0728   0.0919
   258   0.0728   0.0912
   259   0.0727   0.0911
   260   0.0727   0.0907
   261   0.0727   0.0908
   262   0.0727   0.0912
   263   0.0727   0.0913
   264   0.0726   0.0913
   265   0.0726   0.0909
   266   0.0726   0.0909
   267   0.0726   0.0908
   268   0.0726   0.0906
   269   0.0725   0.0903
   270   0.0725   0.0906
   271   0.0725   0.0906
   272   0.0724   0.0909
   273   0.0724   0.0913
   274   0.0724   0.0914
   275   0.0724   0.0914
   276   0.0724   0.0914
   277   0.0724   0.0913
   278   0.0724   0.0913
   279   0.0724   0.0911
   280   0.0724   0.0911
   281   0.0723   0.0912
   282   0.0723   0.0911
   283   0.0723   0.0913
   284   0.0723   0.0913
   285   0.0722   0.0914
   286   0.0722   0.0915
   287   0.0722   0.0915
   288   0.0722   0.0916
   289   0.0721   0.0916
   290   0.0721   0.0917
   291   0.0721   0.0918
   292   0.0721   0.0924
   293   0.0721   0.0923
   294   0.0721   0.0923
   295   0.0721   0.0924
   296   0.0720   0.0925
   297   0.0720   0.0926
   298   0.0720   0.0925
   299   0.0720   0.0927
   300   0.0720   0.0929
   301   0.0720   0.0929
   302   0.0720   0.0930
   303   0.0719   0.0933
   304   0.0719   0.0939
   305   0.0719   0.0939
   306   0.0719   0.0938
   307   0.0719   0.0937
   308   0.0719   0.0937
   309   0.0719   0.0936
   310   0.0719   0.0937
   311   0.0719   0.0938
   312   0.0719   0.0941
   313   0.0719   0.0942
   314   0.0719   0.0942
   315   0.0719   0.0942
   316   0.0719   0.0941
   317   0.0718   0.0938
   318   0.0718   0.0940
   319   0.0718   0.0941
   320   0.0718   0.0941
   321   0.0718   0.0941
   322   0.0718   0.0943
   323   0.0718   0.0943
   324   0.0718   0.0944
   325   0.0718   0.0943
   326   0.0718   0.0943
   327   0.0718   0.0942
   328   0.0718   0.0941
   329   0.0718   0.0937
   330   0.0718   0.0938
   331   0.0718   0.0937
   332   0.0718   0.0936
   333   0.0718   0.0936
   334   0.0718   0.0934
   335   0.0718   0.0936
   336   0.0718   0.0937
   337   0.0718   0.0939
   338   0.0718   0.0939
   339   0.0718   0.0939
   340   0.0718   0.0938
   341   0.0717   0.0937
   342   0.0717   0.0937
   343   0.0717   0.0937
   344   0.0717   0.0936
   345   0.0717   0.0937
   346   0.0717   0.0940
   347   0.0717   0.0948
   348   0.0717   0.0946
   349   0.0717   0.0945
   350   0.0717   0.0944
   351   0.0717   0.0943
   352   0.0717   0.0943
   353   0.0717   0.0944
   354   0.0717   0.0944
   355   0.0717   0.0944
   356   0.0717   0.0944
   357   0.0717   0.0943
   358   0.0717   0.0944
   359   0.0717   0.0944
   360   0.0717   0.0943
   361   0.0717   0.0942
   362   0.0717   0.0941
   363   0.0717   0.0941
   364   0.0717   0.0941
   365   0.0717   0.0941
   366   0.0717   0.0941
   367   0.0716   0.0940
   368   0.0716   0.0940
   369   0.0716   0.0938
   370   0.0716   0.0938
   371   0.0716   0.0937
   372   0.0716   0.0940
   373   0.0716   0.0939
   374   0.0716   0.0939
   375   0.0716   0.0940
   376   0.0716   0.0941
   377   0.0716   0.0941
   378   0.0716   0.0942
   379   0.0716   0.0941
   380   0.0716   0.0939
   381   0.0716   0.0937
   382   0.0716   0.0936
   383   0.0716   0.0935
   384   0.0716   0.0936
   385   0.0716   0.0936
   386   0.0716   0.0937
   387   0.0716   0.0938
   388   0.0716   0.0938
   389   0.0716   0.0937
   390   0.0716   0.0936
   391   0.0716   0.0934
   392   0.0716   0.0933
   393   0.0716   0.0933
   394   0.0716   0.0934
   395   0.0716   0.0934
   396   0.0716   0.0935
   397   0.0716   0.0935
   398   0.0716   0.0935
   399   0.0716   0.0934
   400   0.0716   0.0934
   401   0.0716   0.0935
   402   0.0716   0.0935
   403   0.0716   0.0936
   404   0.0716   0.0934
   405   0.0715   0.0934
   406   0.0715   0.0934
   407   0.0715   0.0932
   408   0.0715   0.0931
   409   0.0715   0.0931
   410   0.0715   0.0931
   411   0.0715   0.0932
   412   0.0715   0.0933
   413   0.0715   0.0935
   414   0.0715   0.0934
   415   0.0715   0.0934
   416   0.0715   0.0933
   417   0.0715   0.0931
   418   0.0715   0.0930
   419   0.0715   0.0930
   420   0.0715   0.0929
   421   0.0715   0.0929
   422   0.0715   0.0929
   423   0.0715   0.0930
   424   0.0715   0.0930
   425   0.0715   0.0930
   426   0.0715   0.0931
   427   0.0715   0.0931
   428   0.0715   0.0931
   429   0.0715   0.0931
   430   0.0715   0.0931
   431   0.0715   0.0931
   432   0.0715   0.0931
   433   0.0715   0.0930
   434   0.0715   0.0931
   435   0.0715   0.0930
   436   0.0715   0.0931
   437   0.0715   0.0931
   438   0.0715   0.0933
   439   0.0715   0.0934
   440   0.0715   0.0935
   441   0.0715   0.0936
   442   0.0715   0.0936
   443   0.0715   0.0936
   444   0.0714   0.0936
   445   0.0714   0.0934
   446   0.0714   0.0934
   447   0.0714   0.0933
   448   0.0714   0.0934
   449   0.0714   0.0934
   450   0.0714   0.0935
   451   0.0714   0.0936
   452   0.0714   0.0935
   453   0.0714   0.0935
   454   0.0714   0.0935
   455   0.0714   0.0935
   456   0.0714   0.0935
   457   0.0714   0.0936
   458   0.0714   0.0936
   459   0.0714   0.0936
   460   0.0714   0.0937
   461   0.0714   0.0937
   462   0.0714   0.0939
   463   0.0714   0.0939
   464   0.0714   0.0939
   465   0.0714   0.0939
   466   0.0714   0.0940
   467   0.0714   0.0941
   468   0.0714   0.0942
   469   0.0714   0.0942
   470   0.0714   0.0941
   471   0.0714   0.0939
   472   0.0714   0.0937
   473   0.0714   0.0934
   474   0.0714   0.0934
   475   0.0714   0.0934
   476   0.0714   0.0935
   477   0.0713   0.0937
   478   0.0713   0.0938
   479   0.0713   0.0940
   480   0.0713   0.0939
   481   0.0713   0.0938
   482   0.0713   0.0936
   483   0.0713   0.0936
   484   0.0713   0.0935
   485   0.0713   0.0936
   486   0.0713   0.0937
   487   0.0713   0.0937
   488   0.0713   0.0939
   489   0.0713   0.0937
   490   0.0713   0.0936
   491   0.0713   0.0935
   492   0.0713   0.0933
   493   0.0713   0.0934
   494   0.0713   0.0936
   495   0.0713   0.0937
   496   0.0713   0.0939
   497   0.0713   0.0939
   498   0.0713   0.0939
   499   0.0713   0.0939
   500   0.0713   0.0937
   501   0.0713   0.0938
   502   0.0713   0.0938
   503   0.0713   0.0938
   504   0.0713   0.0938
   505   0.0713   0.0938
   506   0.0713   0.0937
   507   0.0713   0.0936
   508   0.0712   0.0936
   509   0.0712   0.0935
   510   0.0712   0.0936
   511   0.0712   0.0936
   512   0.0712   0.0936
   513   0.0712   0.0935
   514   0.0712   0.0936
   515   0.0712   0.0936
   516   0.0712   0.0935
   517   0.0712   0.0935
   518   0.0712   0.0935
   519   0.0712   0.0935
   520   0.0712   0.0935
   521   0.0712   0.0936
   522   0.0712   0.0936
   523   0.0712   0.0936
   524   0.0712   0.0936
   525   0.0712   0.0936
   526   0.0712   0.0936
   527   0.0712   0.0937
   528   0.0712   0.0937
   529   0.0712   0.0937
   530   0.0712   0.0938
   531   0.0712   0.0939
   532   0.0712   0.0939
   533   0.0712   0.0939
   534   0.0712   0.0938
   535   0.0712   0.0936
   536   0.0712   0.0935
   537   0.0712   0.0932
   538   0.0712   0.0931
   539   0.0712   0.0931
   540   0.0712   0.0930
   541   0.0712   0.0932
   542   0.0712   0.0935
   543   0.0712   0.0935
   544   0.0712   0.0935
   545   0.0712   0.0935
   546   0.0712   0.0933
   547   0.0712   0.0932
   548   0.0712   0.0929
   549   0.0712   0.0929
   550   0.0712   0.0930
   551   0.0712   0.0929
   552   0.0712   0.0926
   553   0.0711   0.0923
   554   0.0711   0.0919
   555   0.0711   0.0916
   556   0.0711   0.0914
   557   0.0711   0.0916
   558   0.0711   0.0917
   559   0.0711   0.0920
   560   0.0711   0.0919
   561   0.0711   0.0917
   562   0.0711   0.0910
   563   0.0711   0.0911
   564   0.0710   0.0907
   565   0.0710   0.0903
   566   0.0710   0.0895
   567   0.0710   0.0892
   568   0.0709   0.0884
   569   0.0709   0.0882
   570   0.0709   0.0878
   571   0.0709   0.0882
   572   0.0709   0.0884
   573   0.0709   0.0884
   574   0.0708   0.0885
   575   0.0708   0.0883
   576   0.0708   0.0884
   577   0.0708   0.0882
   578   0.0707   0.0879
   579   0.0707   0.0876
   580   0.0707   0.0871
   581   0.0706   0.0869
   582   0.0706   0.0858
   583   0.0706   0.0858
   584   0.0705   0.0859
   585   0.0705   0.0854
   586   0.0704   0.0860
   587   0.0704   0.0856
   588   0.0704   0.0852
   589   0.0703   0.0850
   590   0.0703   0.0849
   591   0.0702   0.0850
   592   0.0702   0.0851
   593   0.0702   0.0855
   594   0.0701   0.0856
   595   0.0700   0.0855
   596   0.0700   0.0857
   597   0.0699   0.0850
   598   0.0699   0.0852
   599   0.0698   0.0840
   600   0.0698   0.0835
   601   0.0695   0.0822
   602   0.0693   0.0814
   603   0.0691   0.0812
   604   0.0688   0.0812
   605   0.0684   0.0807
   606   0.0678   0.0804
   607   0.0678   0.0765
   608   0.0669   0.0774
   609   0.0667   0.0776
   610   0.0666   0.0781
   611   0.0665   0.0781
   612   0.0661   0.0769
   613   0.0657   0.0783
   614   0.0654   0.0784
   615   0.0653   0.0788
   616   0.0652   0.0800
   617   0.0650   0.0794
   618   0.0647   0.0785
   619   0.0645   0.0779
   620   0.0640   0.0763
   621   0.0637   0.0773
   622   0.0634   0.0777
   623   0.0631   0.0783
   624   0.0630   0.0788
   625   0.0627   0.0792
   626   0.0624   0.0804
   627   0.0623   0.0794
   628   0.0621   0.0786
   629   0.0620   0.0778
   630   0.0618   0.0773
   631   0.0617   0.0773
   632   0.0615   0.0770
   633   0.0614   0.0782
   634   0.0614   0.0791
   635   0.0614   0.0791
   636   0.0612   0.0787
   637   0.0611   0.0785
   638   0.0611   0.0779
   639   0.0610   0.0774
   640   0.0609   0.0774
   641   0.0608   0.0778
   642   0.0608   0.0783
   643   0.0606   0.0789
   644   0.0606   0.0789
   645   0.0606   0.0789
   646   0.0605   0.0785
   647   0.0604   0.0778
   648   0.0604   0.0773
   649   0.0603   0.0765
   650   0.0602   0.0768
   651   0.0602   0.0769
   652   0.0602   0.0774
   653   0.0601   0.0780
   654   0.0601   0.0784
   655   0.0600   0.0793
   656   0.0599   0.0788
   657   0.0599   0.0783
   658   0.0599   0.0783
   659   0.0598   0.0779
   660   0.0598   0.0780
   661   0.0598   0.0787
   662   0.0597   0.0789
   663   0.0597   0.0790
   664   0.0597   0.0789
   665   0.0597   0.0789
   666   0.0597   0.0784
   667   0.0596   0.0786
   668   0.0596   0.0787
   669   0.0596   0.0786
   670   0.0596   0.0792
   671   0.0596   0.0790
   672   0.0596   0.0790
   673   0.0595   0.0791
   674   0.0595   0.0794
   675   0.0595   0.0799
   676   0.0595   0.0802
   677   0.0595   0.0801
   678   0.0594   0.0792
   679   0.0594   0.0794
   680   0.0594   0.0794
   681   0.0594   0.0792
   682   0.0594   0.0794
   683   0.0593   0.0797
   684   0.0593   0.0803
   685   0.0593   0.0808
   686   0.0593   0.0812
   687   0.0592   0.0809
   688   0.0592   0.0811
   689   0.0592   0.0807
   690   0.0592   0.0803
   691   0.0591   0.0800
   692   0.0591   0.0787
   693   0.0591   0.0793
   694   0.0591   0.0796
   695   0.0590   0.0801
   696   0.0590   0.0800
   697   0.0590   0.0803
   698   0.0589   0.0801
   699   0.0589   0.0795
   700   0.0589   0.0798
   701   0.0589   0.0796
   702   0.0588   0.0796
   703   0.0588   0.0796
   704   0.0588   0.0795
   705   0.0587   0.0796
   706   0.0587   0.0796
   707   0.0587   0.0793
   708   0.0587   0.0796
   709   0.0586   0.0794
   710   0.0586   0.0795
   711   0.0586   0.0796
   712   0.0586   0.0799
   713   0.0586   0.0798
   714   0.0586   0.0801
   715   0.0586   0.0803
   716   0.0586   0.0804
   717   0.0585   0.0805
   718   0.0585   0.0805
   719   0.0585   0.0804
   720   0.0585   0.0806
   721   0.0585   0.0807
   722   0.0585   0.0809
   723   0.0585   0.0810
   724   0.0585   0.0813
   725   0.0584   0.0815
   726   0.0584   0.0818
   727   0.0584   0.0820
   728   0.0584   0.0820
   729   0.0584   0.0817
   730   0.0584   0.0817
   731   0.0584   0.0817
   732   0.0583   0.0818
   733   0.0583   0.0820
   734   0.0583   0.0827
   735   0.0583   0.0829
   736   0.0583   0.0830
   737   0.0583   0.0833
   738   0.0583   0.0835
   739   0.0582   0.0835
   740   0.0582   0.0834
   741   0.0582   0.0834
   742   0.0582   0.0833
   743   0.0582   0.0834
   744   0.0582   0.0835
   745   0.0581   0.0834
   746   0.0581   0.0838
   747   0.0581   0.0838
   748   0.0581   0.0839
   749   0.0581   0.0842
   750   0.0581   0.0844
   751   0.0581   0.0847
   752   0.0581   0.0845
   753   0.0581   0.0842
   754   0.0581   0.0842
   755   0.0580   0.0844
   756   0.0580   0.0846
   757   0.0580   0.0847
   758   0.0580   0.0848
   759   0.0580   0.0848
   760   0.0580   0.0847
   761   0.0580   0.0847
   762   0.0580   0.0852
   763   0.0580   0.0854
   764   0.0580   0.0853
   765   0.0580   0.0853
   766   0.0580   0.0852
   767   0.0579   0.0854
   768   0.0579   0.0853
   769   0.0579   0.0856
   770   0.0579   0.0857
   771   0.0579   0.0858
   772   0.0579   0.0859
   773   0.0579   0.0861
   774   0.0579   0.0861
   775   0.0579   0.0860
   776   0.0579   0.0862
   777   0.0579   0.0862
   778   0.0579   0.0862
   779   0.0579   0.0861
   780   0.0579   0.0861
   781   0.0579   0.0861
   782   0.0578   0.0865
   783   0.0578   0.0867
   784   0.0578   0.0871
   785   0.0578   0.0874
   786   0.0578   0.0876
   787   0.0578   0.0876
   788   0.0578   0.0874
   789   0.0578   0.0871
   790   0.0578   0.0870
   791   0.0578   0.0867
   792   0.0578   0.0866
   793   0.0578   0.0863
   794   0.0578   0.0866
   795   0.0578   0.0868
   796   0.0578   0.0870
   797   0.0578   0.0871
   798   0.0578   0.0871
   799   0.0578   0.0869
   800   0.0578   0.0867
   801   0.0577   0.0866
   802   0.0577   0.0866
   803   0.0577   0.0867
   804   0.0577   0.0867
   805   0.0577   0.0869
   806   0.0577   0.0869
   807   0.0577   0.0869
   808   0.0577   0.0868
   809   0.0577   0.0867
   810   0.0577   0.0867
   811   0.0577   0.0866
   812   0.0577   0.0868
   813   0.0577   0.0868
   814   0.0577   0.0869
   815   0.0577   0.0869
   816   0.0577   0.0868
   817   0.0577   0.0867
   818   0.0577   0.0866
   819   0.0577   0.0864
   820   0.0577   0.0865
   821   0.0577   0.0866
   822   0.0577   0.0867
   823   0.0577   0.0867
   824   0.0577   0.0865
   825   0.0577   0.0866
   826   0.0577   0.0865
   827   0.0577   0.0864
   828   0.0577   0.0863
   829   0.0577   0.0863
   830   0.0577   0.0863
   831   0.0577   0.0863
   832   0.0577   0.0863
   833   0.0577   0.0862
   834   0.0577   0.0862
   835   0.0577   0.0861
   836   0.0577   0.0860
   837   0.0577   0.0860
   838   0.0577   0.0859
   839   0.0577   0.0858
   840   0.0577   0.0858
   841   0.0577   0.0858
   842   0.0577   0.0858
   843   0.0577   0.0858
   844   0.0577   0.0856
   845   0.0577   0.0855
   846   0.0577   0.0853
   847   0.0577   0.0854
   848   0.0577   0.0854
   849   0.0577   0.0855
   850   0.0577   0.0855
   851   0.0577   0.0855
   852   0.0577   0.0855
   853   0.0577   0.0854
   854   0.0577   0.0854
   855   0.0577   0.0853
   856   0.0577   0.0852
   857   0.0577   0.0852
   858   0.0577   0.0852
   859   0.0577   0.0852
   860   0.0576   0.0853
   861   0.0576   0.0853
   862   0.0576   0.0852
   863   0.0576   0.0852
   864   0.0576   0.0850
   865   0.0576   0.0849
   866   0.0576   0.0849
   867   0.0576   0.0849
   868   0.0576   0.0848
   869   0.0576   0.0848
   870   0.0576   0.0848
   871   0.0576   0.0848
   872   0.0576   0.0848
   873   0.0576   0.0847
   874   0.0576   0.0847
   875   0.0576   0.0846
   876   0.0576   0.0847
   877   0.0576   0.0847
   878   0.0576   0.0849
   879   0.0576   0.0849
   880   0.0576   0.0849
   881   0.0576   0.0848
   882   0.0576   0.0847
   883   0.0576   0.0846
   884   0.0576   0.0846
   885   0.0576   0.0845
   886   0.0576   0.0846
   887   0.0576   0.0847
   888   0.0576   0.0848
   889   0.0576   0.0848
   890   0.0576   0.0848
   891   0.0576   0.0848
   892   0.0576   0.0847
   893   0.0576   0.0847
   894   0.0576   0.0846
   895   0.0576   0.0846
   896   0.0576   0.0847
   897   0.0576   0.0847
   898   0.0576   0.0848
   899   0.0576   0.0849
   900   0.0576   0.0849
   901   0.0576   0.0849
   902   0.0576   0.0849
   903   0.0576   0.0849
   904   0.0576   0.0849
   905   0.0576   0.0849
   906   0.0576   0.0849
   907   0.0576   0.0850
   908   0.0576   0.0851
   909   0.0576   0.0852
   910   0.0576   0.0852
   911   0.0576   0.0852
   912   0.0576   0.0852
   913   0.0576   0.0851
   914   0.0576   0.0851
   915   0.0576   0.0851
   916   0.0576   0.0853
   917   0.0576   0.0854
   918   0.0576   0.0854
   919   0.0576   0.0854
   920   0.0576   0.0853
   921   0.0576   0.0853
   922   0.0576   0.0853
   923   0.0576   0.0853
   924   0.0576   0.0853
   925   0.0576   0.0853
   926   0.0576   0.0853
   927   0.0576   0.0854
   928   0.0576   0.0854
   929   0.0576   0.0854
   930   0.0576   0.0853
   931   0.0576   0.0853
   932   0.0576   0.0854
   933   0.0576   0.0854
   934   0.0576   0.0855
   935   0.0576   0.0855
   936   0.0576   0.0854
   937   0.0576   0.0853
   938   0.0576   0.0853
   939   0.0576   0.0853
   940   0.0576   0.0854
   941   0.0576   0.0854
   942   0.0576   0.0855
   943   0.0576   0.0856
   944   0.0576   0.0856
   945   0.0576   0.0856
   946   0.0576   0.0855
   947   0.0576   0.0854
   948   0.0576   0.0854
   949   0.0576   0.0853
   950   0.0576   0.0852
   951   0.0576   0.0853
   952   0.0576   0.0853
   953   0.0576   0.0853
   954   0.0576   0.0853
   955   0.0576   0.0853
   956   0.0576   0.0852
   957   0.0576   0.0852
   958   0.0576   0.0851
   959   0.0576   0.0851
   960   0.0576   0.0851
   961   0.0576   0.0851
   962   0.0576   0.0852
   963   0.0576   0.0852
   964   0.0576   0.0851
   965   0.0576   0.0851
   966   0.0576   0.0851
   967   0.0576   0.0850
   968   0.0576   0.0850
   969   0.0576   0.0851
   970   0.0576   0.0851
   971   0.0576   0.0851
   972   0.0576   0.0852
   973   0.0576   0.0852
   974   0.0576   0.0852
   975   0.0576   0.0851
   976   0.0576   0.0851
   977   0.0576   0.0851
   978   0.0576   0.0851
   979   0.0576   0.0851
   980   0.0576   0.0852
   981   0.0576   0.0852
   982   0.0576   0.0852
   983   0.0576   0.0852
   984   0.0576   0.0852
   985   0.0576   0.0852
   986   0.0576   0.0852
   987   0.0576   0.0852
   988   0.0576   0.0852
   989   0.0576   0.0852
   990   0.0576   0.0852
   991   0.0576   0.0853
   992   0.0576   0.0853
   993   0.0576   0.0853
   994   0.0576   0.0853
   995   0.0576   0.0853
   996   0.0576   0.0853
   997   0.0576   0.0853
   998   0.0576   0.0853
   999   0.0576   0.0853
  1000   0.0576   0.0854
