#     it    Ltra    Lval
     1   0.3799   0.4118
     2   0.3712   0.4086
     3   0.3530   0.3912
     4   0.3320   0.3550
     5   0.3279   0.3565
     6   0.3268   0.3521
     7   0.3263   0.3514
     8   0.3246   0.3495
     9   0.3228   0.3496
    10   0.3195   0.3499
    11   0.3176   0.3499
    12   0.3159   0.3494
    13   0.3145   0.3486
    14   0.3090   0.3472
    15   0.3057   0.3458
    16   0.3026   0.3466
    17   0.2987   0.3466
    18   0.2944   0.3456
    19   0.2937   0.3425
    20   0.2885   0.3417
    21   0.2835   0.3423
    22   0.2774   0.3302
    23   0.2697   0.3186
    24   0.2670   0.3111
    25   0.2611   0.3051
    26   0.2569   0.3034
    27   0.2524   0.2963
    28   0.2496   0.2929
    29   0.2465   0.2890
    30   0.2418   0.2856
    31   0.2372   0.2826
    32   0.2320   0.2795
    33   0.2284   0.2755
    34   0.2241   0.2715
    35   0.2216   0.2685
    36   0.2180   0.2633
    37   0.2119   0.2520
    38   0.2076   0.2476
    39   0.2030   0.2426
    40   0.1986   0.2348
    41   0.1959   0.2317
    42   0.1919   0.2262
    43   0.1896   0.2231
    44   0.1874   0.2213
    45   0.1843   0.2181
    46   0.1811   0.2159
    47   0.1758   0.2136
    48   0.1734   0.2117
    49   0.1704   0.2084
    50   0.1668   0.2044
    51   0.1637   0.1993
    52   0.1595   0.1931
    53   0.1543   0.1858
    54   0.1509   0.1793
    55   0.1475   0.1739
    56   0.1431   0.1664
    57   0.1371   0.1590
    58   0.1342   0.1531
    59   0.1301   0.1502
    60   0.1275   0.1473
    61   0.1273   0.1518
    62   0.1229   0.1479
    63   0.1214   0.1461
    64   0.1201   0.1464
    65   0.1182   0.1450
    66   0.1165   0.1445
    67   0.1159   0.1436
    68   0.1151   0.1418
    69   0.1135   0.1385
    70   0.1125   0.1352
    71   0.1118   0.1347
    72   0.1115   0.1348
    73   0.1109   0.1349
    74   0.1103   0.1344
    75   0.1094   0.1331
    76   0.1089   0.1318
    77   0.1080   0.1304
    78   0.1076   0.1293
    79   0.1073   0.1279
    80   0.1069   0.1275
    81   0.1062   0.1267
    82   0.1058   0.1268
    83   0.1054   0.1257
    84   0.1048   0.1247
    85   0.1043   0.1231
    86   0.1034   0.1226
