#     it    Ltra    Lval
     1   0.1893   0.1856
     2   0.1881   0.1883
     3   0.1806   0.1987
     4   0.1712   0.2000
     5   0.1666   0.1952
     6   0.1640   0.1924
     7   0.1590   0.1866
     8   0.1529   0.1799
     9   0.1406   0.1714
    10   0.1179   0.1582
    11   0.1020   0.1388
    12   0.0981   0.1364
    13   0.0946   0.1335
    14   0.0864   0.1168
    15   0.0848   0.1113
    16   0.0810   0.1028
    17   0.0762   0.0976
    18   0.0739   0.0915
    19   0.0707   0.0898
    20   0.0657   0.0922
    21   0.0624   0.0926
    22   0.0604   0.0886
    23   0.0591   0.0939
    24   0.0584   0.0933
    25   0.0577   0.0955
    26   0.0567   0.0991
    27   0.0551   0.1025
    28   0.0524   0.1056
    29   0.0509   0.1048
    30   0.0500   0.1098
    31   0.0494   0.1078
    32   0.0484   0.1069
    33   0.0468   0.1049
    34   0.0433   0.1111
    35   0.0405   0.1180
    36   0.0375   0.1267
    37   0.0357   0.1345
    38   0.0336   0.1293
    39   0.0300   0.1201
    40   0.0273   0.1130
    41   0.0237   0.0941
    42   0.0229   0.0920
    43   0.0217   0.0901
    44   0.0198   0.0881
    45   0.0187   0.0903
    46   0.0181   0.0878
    47   0.0174   0.0827
    48   0.0170   0.0782
    49   0.0165   0.0771
    50   0.0159   0.0718
    51   0.0152   0.0650
    52   0.0151   0.0640
    53   0.0147   0.0590
    54   0.0146   0.0590
    55   0.0145   0.0568
    56   0.0143   0.0526
    57   0.0142   0.0496
    58   0.0139   0.0464
    59   0.0138   0.0452
    60   0.0138   0.0451
    61   0.0138   0.0439
    62   0.0137   0.0426
    63   0.0136   0.0404
    64   0.0133   0.0360
    65   0.0130   0.0332
    66   0.0127   0.0331
    67   0.0125   0.0355
    68   0.0124   0.0351
    69   0.0123   0.0360
    70   0.0122   0.0369
    71   0.0121   0.0376
    72   0.0120   0.0393
    73   0.0117   0.0455
    74   0.0117   0.0450
    75   0.0117   0.0445
    76   0.0117   0.0445
    77   0.0117   0.0449
    78   0.0116   0.0446
    79   0.0116   0.0447
    80   0.0115   0.0437
    81   0.0114   0.0431
    82   0.0112   0.0437
    83   0.0112   0.0428
    84   0.0111   0.0414
    85   0.0111   0.0416
    86   0.0110   0.0414
    87   0.0110   0.0406
    88   0.0109   0.0405
    89   0.0108   0.0405
    90   0.0108   0.0416
    91   0.0108   0.0437
    92   0.0108   0.0432
    93   0.0107   0.0433
    94   0.0107   0.0438
    95   0.0107   0.0439
    96   0.0107   0.0444
    97   0.0107   0.0450
    98   0.0106   0.0475
    99   0.0105   0.0485
   100   0.0104   0.0490
   101   0.0104   0.0512
   102   0.0104   0.0497
   103   0.0103   0.0485
   104   0.0103   0.0471
   105   0.0102   0.0460
   106   0.0102   0.0461
   107   0.0102   0.0456
   108   0.0102   0.0458
   109   0.0102   0.0458
   110   0.0102   0.0457
   111   0.0102   0.0457
   112   0.0101   0.0463
   113   0.0101   0.0448
   114   0.0101   0.0452
   115   0.0101   0.0449
