0.000000000000000000e+00 2.500000000000000000e-01 2.500000000000000000e-01 6.037812243191920114e-02
1.001001001001001062e-01 2.487484113347594727e-01 2.487487987751783314e-01 1.493777711790924001e-01
2.002002002002002123e-01 2.449899111870455781e-01 2.450033893786417172e-01 2.492687171118498912e-01
3.003003003003003046e-01 2.387437852787816783e-01 2.387891182569826520e-01 3.492150203070396586e-01
4.004004004004004247e-01 2.299926355362031105e-01 2.301216953966549184e-01 4.341420305656741863e-01
5.005005005005005447e-01 2.186230249796390079e-01 2.189923035360495929e-01 4.940250534283139316e-01
6.006006006006006093e-01 2.044251640170922091e-01 2.053675358444385368e-01 5.290982371296280018e-01
7.007007007007007848e-01 1.870929104442392854e-01 1.891893959219745625e-01 5.463443728944928912e-01
8.008008008008008494e-01 1.662169565409935545e-01 1.703791367443156513e-01 5.524815611425364370e-01
9.009009009009009139e-01 1.411311629958956204e-01 1.488178010125320860e-01 5.521579120497984716e-01
1.001001001001001089e+00 1.108296633520215874e-01 1.242468312704185784e-01 5.480612656523320414e-01
1.101101101101101154e+00 7.399424312766936240e-02 9.640811888977987576e-02 5.417188347207979593e-01
1.201201201201201219e+00 2.898867051067943734e-02 6.506886980503231999e-02 5.339615246414054495e-01
1.301301301301301283e+00 -2.599488903835336234e-02 3.002160451320368129e-02 5.252544808376740093e-01
1.401401401401401570e+00 -9.278710526772068756e-02 -8.915841926066869760e-03 5.158462358426160188e-01
1.501501501501501634e+00 -1.707582077288047340e-01 -5.195009083268510575e-02 5.058756595194803252e-01
1.601601601601601699e+00 -2.554413444369110220e-01 -9.894188801461577254e-02 4.954049234181591155e-01
1.701701701701701763e+00 -3.365447642662240946e-01 -1.488176578270719586e-01 4.844661148776723825e-01
1.801801801801801828e+00 -4.026982056172035418e-01 -2.001414247776163446e-01 4.730561093283688345e-01
1.901901901901902114e+00 -4.477780962451037294e-01 -2.511552630070948977e-01 4.611558012848205323e-01
2.002002002002002179e+00 -4.732373041080039089e-01 -2.997792962896375646e-01 4.487298316466118986e-01
2.102102102102102243e+00 -4.847392130910793684e-01 -3.436116980326577863e-01 4.357121645370061191e-01
2.202202202202202308e+00 -4.876251797857236170e-01 -3.803216191276531100e-01 4.220571229323197282e-01
2.302302302302302373e+00 -4.855381828127129928e-01 -4.090163354332150836e-01 4.077047992732233395e-01
2.402402402402402437e+00 -4.806046971418584390e-01 -4.295783506777845484e-01 3.925659278281652398e-01
2.502502502502502502e+00 -4.740031471753826664e-01 -4.424981398618673123e-01 3.765097557668950490e-01
2.602602602602602566e+00 -4.663605460691112037e-01 -4.488849626216344091e-01 3.593709797169173381e-01
2.702702702702703075e+00 -4.580245513031934723e-01 -4.499871480537742663e-01 3.409514970690112334e-01
2.802802802802803139e+00 -4.491543829728724124e-01 -4.467887570544549769e-01 3.210144638222738322e-01
2.902902902902903204e+00 -4.398417500396245572e-01 -4.401583788444920486e-01 2.992685354093763683e-01
3.003003003003003268e+00 -4.301147016994025241e-01 -4.308215188696766784e-01 2.754300075202429920e-01
3.103103103103103333e+00 -4.199710201397055531e-01 -4.192331340288274477e-01 2.490306199489578654e-01
3.203203203203203397e+00 -4.093959565668026657e-01 -4.057059666902881334e-01 2.193922768582555471e-01
3.303303303303303462e+00 -3.983531239624607534e-01 -3.904590296572893471e-01 1.856312968922098905e-01
3.403403403403403527e+00 -3.867986062536842851e-01 -3.736117720887503491e-01 1.467110522757013036e-01
3.503503503503503591e+00 -3.746712741481187936e-01 -3.551924390536839726e-01 1.014795063468234837e-01
3.603603603603603656e+00 -3.618913577768772538e-01 -3.351677118922888887e-01 4.837645042630486086e-02
3.703703703703703720e+00 -3.483464160298986867e-01 -3.134446650036081250e-01 -1.471019280772009608e-02
3.803803803803804229e+00 -3.339293018622930265e-01 -2.898707658455291214e-01 -8.970718046098161147e-02
3.903903903903904293e+00 -3.185263120866242414e-01 -2.642536150945423712e-01 -1.774605125838377151e-01
4.004004004004004358e+00 -3.019463294050414581e-01 -2.363229655710750721e-01 -2.745507747103888563e-01
4.104104104104104422e+00 -2.839198843470195355e-01 -2.056752321375467929e-01 -3.705985423364372422e-01
4.204204204204204487e+00 -2.640991552693588429e-01 -1.718715044830871341e-01 -4.511042972457415257e-01
4.304304304304304551e+00 -2.420579683561855655e-01 -1.344409510784012884e-01 -5.064568049753567225e-01
4.404404404404404616e+00 -2.172872218951307499e-01 -9.288081917577001301e-02 -5.374386135492674743e-01
4.504504504504504681e+00 -1.890504929406067736e-01 -4.665643480905087848e-02 -5.510417194987616840e-01
4.604604604604604745e+00 -1.562926792503271933e-01 4.670673829129758092e-03 -5.542300332767843285e-01
4.704704704704704810e+00 -1.175751231485337306e-01 6.135158270659417379e-02 -5.516215673829515387e-01
4.804804804804804874e+00 -7.105062329248683362e-02 1.229686964565504803e-01 -5.458056537191129376e-01
4.904904904904904939e+00 -1.448541328515866311e-02 1.880451928303797371e-01 -5.381678859744460919e-01
5.005005005005005003e+00 5.481923647627590102e-02 2.540434264453586000e-01 -5.294181971359853689e-01
5.105105105105105068e+00 1.376189900512523046e-01 3.173767462552963270e-01 -5.199170660381042808e-01
5.205205205205205132e+00 2.309406186090239010e-01 3.738938933907459683e-01 -5.098494036910595772e-01
5.305305305305305197e+00 3.241879832153546914e-01 4.204025975489582567e-01 -4.992935586699163708e-01
5.405405405405406150e+00 4.026863913870877276e-01 4.553998679684253537e-01 -4.882757770022979615e-01
5.505505505505506214e+00 4.567987441046091890e-01 4.790831155016290199e-01 -4.767980225493398394e-01
5.605605605605606279e+00 4.870976284377753762e-01 4.930868869878673455e-01 -4.648316232889683208e-01
5.705705705705706343e+00 5.007406775648659547e-01 4.993500302995794171e-01 -4.523366534323064458e-01
5.805805805805806408e+00 5.044144860322672397e-01 4.996699245796445976e-01 -4.392574581913601950e-01
5.905905905905906472e+00 5.026433476522129684e-01 4.956002920275048851e-01 -4.255150728305302499e-01
6.006006006006006537e+00 4.979045243141471122e-01 4.882237251960762636e-01 -4.110404088265602884e-01
6.106106106106106601e+00 4.915221583589359233e-01 4.783816363875925681e-01 -3.957385177903093298e-01
6.206206206206206666e+00 4.841706222702816809e-01 4.666386522878621657e-01 -3.794841785260495426e-01
6.306306306306306730e+00 4.761955223653708269e-01 4.533264628053316203e-01 -3.621218970314674102e-01
6.406406406406406795e+00 4.677674777554400309e-01 4.386747668001254596e-01 -3.434691198459388639e-01
6.506506506506506859e+00 4.589674431698420043e-01 4.228058980136241707e-01 -3.233002690082483199e-01
6.606606606606606924e+00 4.498218360799289828e-01 4.057580216148618524e-01 -3.013888828721037472e-01
6.706706706706706989e+00 4.403420234044930215e-01 3.875229150950647572e-01 -2.775768374159585106e-01
6.806806806806807053e+00 4.305116395050342382e-01 3.680484255078728673e-01 -2.516314042548751240e-01
6.906906906906907118e+00 4.203064340595974446e-01 3.472347472172273575e-01 -2.232439498865635419e-01
7.007007007007007182e+00 4.096922916604777698e-01 3.249453976070499905e-01 -1.921153179491984220e-01
7.107107107107107247e+00 3.986085546517081912e-01 3.009948794491631441e-01 -1.578794231100743573e-01
7.207207207207207311e+00 3.870190247382028770e-01 2.751399121269704207e-01 -1.199854313353212604e-01
7.307307307307307376e+00 3.748766422613575844e-01 2.470794316354567310e-01 -7.749044730805509928e-02
7.407407407407407440e+00 3.621059426480551791e-01 2.164545905811883497e-01 -2.852101295641386314e-02
7.507507507507508393e+00 3.486030564106650242e-01 1.828487581823128039e-01 2.926835651420639506e-02
7.607607607607608458e+00 3.342357091470436470e-01 1.457894442763040810e-01 9.848478663686924262e-02
7.707707707707708522e+00 3.188432215405343495e-01 1.047059572939636751e-01 1.806614202247663892e-01
7.807807807807808587e+00 3.022305672050104586e-01 5.897050275069347369e-02 2.732327402506586900e-01
7.907907907907908651e+00 2.841526135101321016e-01 8.120851521390776151e-03 3.664401945735642485e-01
8.008008008008008716e+00 2.643762624050239873e-01 -4.810962426714442131e-02 4.458204487466980170e-01
8.108108108108108780e+00 2.424882542651832229e-01 -1.094969943960653752e-01 5.010087583637367059e-01
8.208208208208208845e+00 2.178617217163946185e-01 -1.747982076798470508e-01 5.318745532551131250e-01
8.308308308308308909e+00 1.896561896347293830e-01 -2.416237257024108354e-01 5.452800179943076975e-01
8.408408408408408974e+00 1.568175751465475942e-01 -3.064495233982692524e-01 5.480657973594009746e-01
8.508508508508509038e+00 1.180781483886091388e-01 -3.651059171078617771e-01 5.450091453011396414e-01
8.608608608608609103e+00 7.166425016292451988e-02 -4.140884005518252753e-01 5.387157093942533947e-01
8.708708708708709167e+00 1.512344775515842010e-02 -4.515593403330904754e-01 5.305812386007033865e-01
8.808808808808809232e+00 -5.390392747715889998e-02 -4.774158133284617800e-01 5.213111619884603920e-01
8.908908908908909297e+00 -1.365980470918466416e-01 -4.931729811114949347e-01 5.112637438347886754e-01
9.009009009009009361e+00 -2.297541756459759443e-01 -5.007493602096748653e-01 5.006029456709268910e-01
9.109109109109109426e+00 -3.230421267934568408e-01 -5.020229259621702411e-01 4.894006055302358438e-01
9.209209209209209490e+00 -4.018267865609972955e-01 -4.986277654550298477e-01 4.776539666933540262e-01
9.309309309309309555e+00 -4.563189754828952394e-01 -4.917517140737627801e-01 4.653419218750970976e-01
9.409409409409409619e+00 -4.870989613097840287e-01 -4.823164484612929015e-01 4.524106863496304420e-01
9.509509509509509684e+00 -5.009900727298819412e-01 -4.708926962655874959e-01 4.387930659516576237e-01
9.609609609609609748e+00 -5.048249595277400914e-01 -4.578635651361228631e-01 4.244085724944171023e-01
9.709709709709709813e+00 -5.031294666215098133e-01 -4.434844580716059137e-01 4.091446474774044773e-01
9.809809809809809877e+00 -4.984320067408659072e-01 -4.278787420614941772e-01 3.929056735048406801e-01
9.909909909909909942e+00 -4.920750133242565716e-01 -4.111031825067277268e-01 3.756016263242425990e-01
1.001001001001001001e+01 -4.847441574891020455e-01 -3.931655068207421388e-01 3.571310624977058201e-01
1.011011011011011007e+01 -4.767854320973197169e-01 -3.740169188088182661e-01 3.374497522913871839e-01
1.021021021021021014e+01 -4.683757674550508288e-01 -3.535701526641957804e-01 3.165821815269210804e-01
1.031031031031031020e+01 -4.595928382255101141e-01 -3.316979500353735011e-01 2.946237255860686965e-01
1.041041041041041026e+01 -4.504670916589146867e-01 -3.082237414533237629e-01 2.717869959885891307e-01
